station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Bruce Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,4.0,17.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,7.0,,,,,,,,5.0,,,,,,,,,,,,,8.0,,,,,,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,8.0,,,,,,,,,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,120.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,6.0,,,,,,,,,,,,,475.0,,,,,,35.0,,,,,,,,,,,,,,6.0,,,,,,,,,16.0,,,,,12.0,,86.0,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,959.0
Buckhurst Hill,,,,12.0,14.0,,,,,11.0,,,,15.0,4.0,73.0,14.0,11.0,,3.0,,,,1.0,3.0,6.0,10.0,15.0,,,19.0,6.0,,,,4.0,,,6.0,,5.0,,,,,,,,,,,,8.0,25.0,68.0,29.0,,,,,,,2.0,18.0,9.0,,,,,,,3.0,,,,,,,2.0,,6.0,,,,,,,,1.0,2.0,,,18.0,,,,,4.0,,6.0,2.0,,5.0,,,,,8.0,,9.0,1.0,,13.0,,,3.0,18.0,10.0,,29.0,,4.0,,10.0,,,4.0,,3.0,,6.0,2.0,,8.0,,,1.0,9.0,24.0,,,4.0,,,,,3.0,13.0,,,,,,,,2.0,,,,,1.0,1.0,2.0,,,6.0,,31.0,,,23.0,3.0,3.0,,,,,,,,4.0,,,,,,,,,4.0,,,1.0,3.0,,,,32.0,,8.0,,,3.0,,,11.0,,9.0,,14.0,,,64.0,33.0,,,38.0,,,,,7.0,,5.0,10.0,,,31.0,2.0,4.0,,,,,3.0,3.0,,12.0,,,,,,,,,6.0,,21.0,,4.0,36.0,17.0,,,,,,15.0,7.0,,,,,,,,3.0,,,,3.0,,,,2.0,5.0,4.0,,,,,,,,,,,7.0,,,,,8.0,,,,9.0,8.0,,,,,13.0,,,,,,15.0,,,1.0,13.0,,14.0,5.0,18.0,,,,,6.0,3.0,,,112.0,,,,,,3.0,,10.0,,1.0,,4.0,20.0,,,,14.0,1.0,,2.0,,1.0,,1.0,,5.0,,14.0,28.0,,,,3.0,,,18.0,2.0,24.0,,,,,5.0,,6.0,,,16.0,6.0,,,,,,,,17.0,5.0,,28.0,,,4.0,,,,,29.0,,,,1617.0
Burnt Oak,,,,19.0,18.0,,,,,24.0,9.0,,,35.0,7.0,113.0,24.0,9.0,,7.0,,,,,16.0,8.0,11.0,25.0,6.0,,49.0,9.0,2.0,,,3.0,13.0,,10.0,,4.0,,,,,,,,7.0,,,,28.0,31.0,63.0,20.0,13.0,,,,,,10.0,37.0,20.0,,,,,,,5.0,,,4.0,4.0,,,215.0,2.0,14.0,,,,,,,,1.0,2.0,,,,,,,,7.0,,14.0,4.0,5.0,4.0,,4.0,,82.0,18.0,,16.0,,,26.0,,,,51.0,,,55.0,5.0,,,17.0,,,9.0,,1.0,,13.0,26.0,,22.0,,,,,57.0,2.0,,8.0,,,,,,27.0,18.0,,,,,,,,,,,1.0,1.0,3.0,55.0,,2.0,13.0,,52.0,4.0,,51.0,6.0,6.0,,,,1.0,1.0,1.0,,8.0,,,,,4.0,,,,15.0,,,,,,,,80.0,,18.0,6.0,5.0,6.0,,,25.0,,3.0,,3.0,,,95.0,50.0,,,,,4.0,,18.0,18.0,,13.0,8.0,,,49.0,3.0,15.0,,,,,1.0,6.0,,10.0,,,,,,,,,14.0,1.0,36.0,,7.0,92.0,38.0,,6.0,,,,34.0,14.0,,3.0,,,,,,6.0,,,,6.0,4.0,,,1.0,,7.0,,,,,,3.0,,,,,18.0,,18.0,,,19.0,,,,19.0,,,,,,30.0,,,,,3.0,2.0,,3.0,,24.0,,29.0,,30.0,,,,,5.0,5.0,,,58.0,,,,,,,,18.0,,,3.0,7.0,48.0,7.0,,,19.0,4.0,,,3.0,,,,,3.0,,30.0,62.0,9.0,,,,,,50.0,4.0,47.0,,,,,,,13.0,,,10.0,,,,4.0,,,,,34.0,12.0,,32.0,,,8.0,,5.0,,,1.0,,2.0,,3018.0
Bush Hill Park,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,38.0,,,,,,,,,,,,,,,5.0,,18.0,,,,,,,7.0,30.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,191.0,,,,,,,,11.0,,,,,,,,,,,,,16.0,,,,,,15.0,,14.0,10.0,,,,,18.0,,,,,,,,,,,,,,,,,5.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,5.0,,222.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,14.0,,,,,,,,,,,,,176.0,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,11.0,,174.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,24.0,,,,,,,,,,,,,,39.0,,,17.0,,,,,7.0,,3.0,,,1393.0
Bushey,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,3.0,,3.0,,,8.0,,2.0,,4.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,2.0,,,1.0,,3.0,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,9.0,,,,,,2.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,30.0,4.0,,,5.0,,,,6.0,,,,,,,,,,,8.0,,6.0,,,,,,,,,,239.0
Caledonian Road,,,2.0,17.0,16.0,,1.0,0.0,,41.0,5.0,2.0,11.0,42.0,3.0,108.0,30.0,4.0,0.0,4.0,,,,0.0,6.0,5.0,8.0,19.0,6.0,,46.0,7.0,1.0,2.0,,2.0,1.0,,5.0,,2.0,,,,,1.0,,,,,,,23.0,19.0,36.0,10.0,11.0,,0.0,,,,5.0,48.0,20.0,0.0,,,,1.0,,3.0,,,2.0,2.0,,0.0,2.0,1.0,18.0,,,,,,,,0.0,1.0,,,0.0,,,,1.0,3.0,1.0,8.0,2.0,2.0,2.0,,2.0,0.0,1.0,18.0,,11.0,0.0,,25.0,,,0.0,83.0,44.0,0.0,78.0,2.0,6.0,,65.0,,,5.0,,1.0,,8.0,3.0,1.0,26.0,,,,30.0,50.0,1.0,,3.0,,,,,0.0,13.0,5.0,,1.0,,,,,2.0,,1.0,,0.0,0.0,1.0,2.0,,1.0,7.0,,72.0,2.0,0.0,77.0,4.0,109.0,,,0.0,0.0,1.0,0.0,,7.0,0.0,,,,3.0,,,,10.0,,,1.0,3.0,,2.0,,223.0,1.0,13.0,4.0,4.0,5.0,,2.0,27.0,,2.0,,2.0,,,96.0,43.0,,,0.0,2.0,10.0,,,15.0,,14.0,5.0,,,53.0,1.0,16.0,,1.0,,,0.0,3.0,0.0,5.0,0.0,,1.0,0.0,1.0,1.0,0.0,,8.0,1.0,42.0,0.0,4.0,95.0,34.0,1.0,3.0,,,0.0,35.0,9.0,0.0,1.0,,,0.0,,,3.0,4.0,,0.0,4.0,2.0,0.0,,0.0,11.0,3.0,,,,,,2.0,,,,0.0,33.0,,24.0,,,11.0,1.0,,,13.0,1.0,,1.0,,0.0,19.0,,,0.0,,1.0,1.0,,1.0,1.0,18.0,,23.0,9.0,32.0,1.0,,1.0,,4.0,3.0,,1.0,34.0,,,0.0,0.0,,6.0,,,,,1.0,3.0,53.0,8.0,0.0,,16.0,2.0,,2.0,4.0,0.0,0.0,0.0,,2.0,1.0,18.0,45.0,7.0,,,0.0,,,67.0,3.0,39.0,,,,1.0,4.0,,7.0,,,5.0,9.0,0.0,,2.0,,,3.0,,29.0,6.0,,25.0,1.0,,3.0,,6.0,3.0,,1.0,,1.0,,2833.0
Caledonian Road & Barnsbury,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,4.0,,3.0,,,,,,,,,,,0.0,,1.0,1.0,,,,,,,,1.0,28.0,,10.0,,,,9.0,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,0.0,,,,,,6.0,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,6.0,,,,,,2.0,6.0,,2.0,4.0,,,,6.0,,1.0,,,0.0,,,,,,,,,,,,0.0,330.0,,,,,,4.0,0.0,,,,,5.0,,,,1.0,,,,1.0,1.0,,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,6.0,,5.0,,10.0,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,1.0,29.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,3.0,,,,7.0,,,,,,,,,,1.0,14.0,,3.0,,,,,0.0,,0.0,,,541.0
Cambridge Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,1.0,,,0.0,,,2.0,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,14.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,109.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,2.0,,49.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,330.0
Camden Road,,3.0,,,,,,,0.0,,,,,,,,,9.0,,,,,,,,,12.0,,9.0,,,,,,,,,,,1.0,,7.0,7.0,2.0,,,1.0,,,61.0,2.0,,,35.0,,,,14.0,,1.0,,,,,,,0.0,,1.0,,,,,7.0,,,1.0,,,,,,5.0,,1.0,,,,,,13.0,20.0,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,18.0,,,1.0,,,,,,,,,,61.0,,,,,,9.0,16.0,,6.0,10.0,,,,47.0,,6.0,,5.0,2.0,,0.0,,1.0,,,,,,,,1.0,302.0,,,,,,11.0,1.0,,,,,13.0,,,,4.0,,,,8.0,5.0,,111.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,7.0,,,,2.0,,,,,,,,,,20.0,,17.0,,28.0,3.0,,,3.0,,,,,1.0,,,3.0,,,1.0,,,,1.0,,,,,,,,,,2.0,3.0,93.0,,,,,3.0,,1.0,,0.0,,,,,,,,,,1.0,,,,,,13.0,,,,,,4.0,,,1.0,4.0,,,,,1.0,1.0,4.0,,,11.0,2.0,,,41.0,,,,,,,,,,3.0,45.0,,14.0,,,,,1.0,,1.0,,,1205.0
Camden Town,,,2.0,16.0,15.0,,1.0,0.0,,37.0,16.0,1.0,2.0,39.0,4.0,100.0,28.0,4.0,0.0,4.0,2.0,,,0.0,28.0,5.0,8.0,22.0,3.0,,71.0,7.0,1.0,1.0,,2.0,2.0,,6.0,,2.0,,,,0.0,1.0,,,9.0,,,,,18.0,35.0,10.0,11.0,,,,,0.0,47.0,44.0,26.0,0.0,,0.0,,2.0,0.0,3.0,,,2.0,2.0,,0.0,3.0,1.0,18.0,,,0.0,,,,,0.0,1.0,,,0.0,,,,1.0,3.0,1.0,10.0,2.0,4.0,2.0,,2.0,0.0,1.0,16.0,,12.0,0.0,,31.0,,,0.0,216.0,,0.0,71.0,4.0,6.0,,14.0,,,5.0,,0.0,,9.0,6.0,1.0,48.0,,,0.0,28.0,74.0,1.0,,4.0,,,,,0.0,15.0,14.0,,1.0,2.0,,,,2.0,,1.0,,0.0,0.0,1.0,4.0,,1.0,9.0,,57.0,4.0,0.0,70.0,4.0,7.0,,,0.0,0.0,1.0,0.0,,9.0,0.0,,,,3.0,1.0,,4.0,70.0,,,1.0,3.0,,2.0,,192.0,1.0,18.0,4.0,5.0,6.0,,2.0,36.0,,1.0,,2.0,,,89.0,40.0,,,0.0,2.0,3.0,,15.0,22.0,,13.0,5.0,1.0,0.0,49.0,1.0,170.0,,1.0,,,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,11.0,0.0,38.0,0.0,5.0,158.0,32.0,1.0,4.0,,,1.0,44.0,11.0,0.0,1.0,,,0.0,,,3.0,5.0,,,5.0,2.0,0.0,,0.0,15.0,3.0,0.0,,,,,2.0,,0.0,0.0,0.0,30.0,,11.0,,,13.0,1.0,,,16.0,1.0,,1.0,,0.0,25.0,0.0,,0.0,,1.0,1.0,,1.0,1.0,22.0,,27.0,9.0,29.0,1.0,,1.0,,4.0,3.0,,1.0,31.0,,,0.0,0.0,,5.0,,18.0,,0.0,1.0,3.0,82.0,4.0,1.0,,15.0,9.0,,2.0,2.0,0.0,,0.0,,2.0,1.0,22.0,62.0,4.0,,,0.0,,,142.0,3.0,48.0,0.0,,,1.0,4.0,1.0,8.0,,0.0,5.0,8.0,0.0,,2.0,0.0,,3.0,,35.0,7.0,,23.0,1.0,5.0,4.0,1.0,3.0,2.0,,1.0,,1.0,,3320.0
Canada Water,,6.0,15.0,,,,5.0,1.0,4.0,136.0,22.0,6.0,6.0,154.0,41.0,1680.0,211.0,54.0,3.0,30.0,9.0,,,5.0,25.0,887.0,92.0,257.0,21.0,,240.0,166.0,6.0,7.0,,43.0,5.0,,69.0,34.0,43.0,,9.0,,2.0,4.0,,,28.0,26.0,,39.0,72.0,,2341.0,315.0,174.0,20.0,3.0,,,2.0,19.0,284.0,154.0,1.0,,2.0,,12.0,2.0,34.0,26.0,46.0,26.0,23.0,,2.0,12.0,9.0,90.0,,,1.0,10.0,,,,5.0,9.0,35.0,34.0,5.0,82.0,,,8.0,23.0,7.0,65.0,12.0,11.0,28.0,,16.0,2.0,5.0,74.0,,213.0,2.0,,222.0,,,3.0,184.0,102.0,2.0,419.0,13.0,32.0,,65.0,,19.0,39.0,,6.0,,61.0,16.0,5.0,104.0,,20.0,1.0,83.0,340.0,6.0,,28.0,32.0,,23.0,39.0,3.0,110.0,21.0,23.0,10.0,12.0,,,6.0,12.0,,5.0,,3.0,3.0,7.0,13.0,,5.0,55.0,,236.0,9.0,1.0,335.0,23.0,25.0,27.0,16.0,3.0,4.0,5.0,2.0,77.0,47.0,1.0,,21.0,,45.0,5.0,12.0,24.0,38.0,14.0,4.0,6.0,18.0,,10.0,,358.0,6.0,94.0,20.0,48.0,28.0,,12.0,167.0,,23.0,,23.0,,,1086.0,1117.0,,,5.0,12.0,16.0,,238.0,84.0,,54.0,121.0,5.0,2.0,543.0,11.0,43.0,,6.0,92.0,126.0,5.0,20.0,3.0,208.0,1.0,3.0,6.0,4.0,9.0,4.0,2.0,7.0,54.0,3.0,313.0,3.0,67.0,470.0,153.0,9.0,26.0,60.0,4.0,4.0,227.0,82.0,2.0,24.0,,,3.0,,,22.0,19.0,70.0,3.0,26.0,18.0,2.0,,3.0,55.0,24.0,3.0,1.0,,450.0,,12.0,,1.0,1.0,2.0,95.0,,66.0,810.0,,71.0,5.0,272.0,,114.0,7.0,,5.0,,2.0,154.0,2.0,,2.0,,12.0,9.0,,11.0,6.0,330.0,,236.0,42.0,335.0,8.0,,5.0,,97.0,37.0,,6.0,535.0,,,2.0,2.0,796.0,27.0,13.0,150.0,,1.0,15.0,37.0,269.0,25.0,2.0,,242.0,9.0,,13.0,10.0,6.0,4.0,6.0,,28.0,10.0,171.0,409.0,37.0,,11.0,6.0,,444.0,203.0,15.0,511.0,3.0,,,8.0,27.0,4.0,56.0,18.0,1.0,100.0,45.0,1.0,,17.0,1.0,,15.0,,300.0,43.0,,827.0,8.0,26.0,29.0,5.0,17.0,14.0,,7.0,,5.0,,27020.0
Canary Wharf,9.0,,6.0,74.0,104.0,67.0,2.0,0.0,,54.0,10.0,3.0,3.0,60.0,16.0,569.0,79.0,37.0,2.0,12.0,4.0,5.0,2.0,3.0,11.0,82.0,37.0,95.0,9.0,93.0,90.0,41.0,3.0,3.0,35.0,17.0,2.0,,25.0,,26.0,,,,1.0,2.0,,,12.0,,,,31.0,527.0,,375.0,60.0,,1.0,,,1.0,8.0,108.0,49.0,0.0,,1.0,,5.0,1.0,12.0,,,9.0,9.0,,1.0,6.0,4.0,34.0,114.0,,1.0,,22.0,56.0,12.0,3.0,5.0,,,3.0,,20.0,34.0,3.0,10.0,3.0,25.0,5.0,5.0,20.0,125.0,7.0,1.0,2.0,29.0,,59.0,1.0,6.0,69.0,,,1.0,76.0,43.0,1.0,160.0,6.0,13.0,,29.0,,,15.0,8.0,4.0,,23.0,7.0,2.0,40.0,,,1.0,35.0,114.0,3.0,33.0,12.0,,,,,2.0,44.0,9.0,,4.0,5.0,,,3.0,6.0,,2.0,,1.0,2.0,3.0,6.0,2860.0,2.0,21.0,,100.0,4.0,1.0,131.0,10.0,11.0,,,2.0,2.0,2.0,1.0,,16.0,1.0,,,39.0,14.0,2.0,,9.0,16.0,,2.0,3.0,8.0,,4.0,11.0,146.0,3.0,34.0,9.0,15.0,11.0,138.0,5.0,55.0,33.0,17.0,,16.0,,184.0,399.0,253.0,26.0,,3.0,5.0,7.0,,84.0,32.0,,21.0,45.0,2.0,1.0,195.0,5.0,18.0,28.0,3.0,,,3.0,9.0,1.0,338.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,22.0,1.0,118.0,1.0,21.0,172.0,62.0,4.0,10.0,,,2.0,74.0,29.0,1.0,20.0,22.0,450.0,1.0,18.0,14.0,9.0,9.0,,1.0,10.0,7.0,1.0,,2.0,21.0,10.0,1.0,1.0,,,13.0,5.0,25.0,1.0,1.0,1.0,38.0,,30.0,195.0,,30.0,2.0,,,40.0,5.0,,2.0,,1.0,57.0,1.0,587.0,1.0,,5.0,5.0,,5.0,3.0,88.0,,76.0,17.0,121.0,3.0,,2.0,34.0,33.0,13.0,,3.0,428.0,15.0,20.0,1.0,1.0,,11.0,,57.0,,0.0,6.0,15.0,102.0,11.0,1.0,67.0,88.0,4.0,,6.0,5.0,3.0,2.0,4.0,,21.0,5.0,62.0,137.0,17.0,,,4.0,,,80.0,6.0,147.0,1.0,,,4.0,12.0,2.0,22.0,,1.0,92.0,19.0,0.0,393.0,7.0,1.0,23.0,6.0,248.0,93.0,18.0,,,4.0,12.0,12.0,2.0,8.0,6.0,,4.0,,2.0,28.0,14633.0
