station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
St James Street,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,17.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,7.0,66.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,105.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,460.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,6.0,,,,,,,,20.0,,,,,1050.0
St. James's Park,,,1.0,7.0,6.0,,0.0,0.0,,6.0,1.0,0.0,0.0,13.0,2.0,59.0,7.0,1.0,0.0,3.0,1.0,,,0.0,2.0,3.0,3.0,20.0,1.0,,29.0,6.0,0.0,0.0,,1.0,0.0,,4.0,,1.0,,,,0.0,0.0,,,2.0,,,,5.0,12.0,16.0,4.0,7.0,,0.0,,,0.0,1.0,19.0,29.0,0.0,,0.0,,1.0,0.0,2.0,,,2.0,1.0,,0.0,1.0,0.0,12.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,1.0,0.0,7.0,1.0,1.0,1.0,,1.0,0.0,0.0,5.0,,13.0,0.0,,53.0,,,0.0,16.0,6.0,0.0,15.0,1.0,2.0,,3.0,,,3.0,,0.0,,8.0,1.0,0.0,11.0,,,0.0,6.0,64.0,0.0,,2.0,,,,,0.0,9.0,1.0,,1.0,1.0,,,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,6.0,,11.0,1.0,0.0,31.0,2.0,1.0,,,0.0,0.0,0.0,0.0,,7.0,0.0,,,,3.0,0.0,,2.0,2.0,,,0.0,1.0,,1.0,,24.0,0.0,11.0,1.0,6.0,2.0,,1.0,25.0,,1.0,,1.0,,,38.0,38.0,,,0.0,1.0,1.0,,12.0,9.0,,4.0,2.0,0.0,0.0,19.0,0.0,3.0,,0.0,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,11.0,0.0,4.0,55.0,11.0,1.0,2.0,,,0.0,33.0,17.0,0.0,0.0,,,0.0,,,2.0,1.0,,0.0,2.0,1.0,0.0,,0.0,5.0,1.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,8.0,,3.0,,,5.0,0.0,,,27.0,0.0,,0.0,,0.0,23.0,0.0,,0.0,,1.0,0.0,,1.0,0.0,29.0,,,3.0,12.0,1.0,,0.0,,1.0,3.0,,0.0,11.0,,,0.0,0.0,,2.0,,21.0,,0.0,1.0,2.0,33.0,1.0,0.0,,8.0,1.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,25.0,261.0,1.0,,,0.0,,,19.0,1.0,91.0,0.0,,,0.0,1.0,0.0,5.0,,0.0,2.0,3.0,0.0,,2.0,0.0,,1.0,,222.0,3.0,,10.0,0.0,2.0,2.0,0.0,1.0,1.0,,0.0,,0.0,,1800.0
St. John's Wood,,,3.0,14.0,14.0,,,0.0,,25.0,5.0,1.0,1.0,151.0,4.0,93.0,22.0,4.0,0.0,5.0,3.0,,,0.0,,6.0,8.0,23.0,4.0,,89.0,7.0,1.0,1.0,,2.0,,,7.0,,2.0,,,,0.0,,,,7.0,,,,17.0,21.0,38.0,11.0,10.0,,1.0,,,0.0,,38.0,25.0,0.0,,,,2.0,0.0,4.0,,,3.0,2.0,,0.0,2.0,1.0,16.0,,,0.0,,,,,0.0,1.0,,,1.0,,,,4.0,4.0,1.0,12.0,3.0,2.0,2.0,,3.0,1.0,,49.0,,14.0,0.0,,30.0,,,0.0,48.0,48.0,0.0,53.0,2.0,70.0,,13.0,,,7.0,,1.0,,11.0,,1.0,23.0,,,0.0,54.0,79.0,1.0,,7.0,,,,,0.0,23.0,,,2.0,5.0,,,2.0,4.0,,1.0,,0.0,1.0,1.0,,,1.0,13.0,,46.0,2.0,0.0,58.0,7.0,6.0,,,0.0,1.0,1.0,0.0,,10.0,0.0,,,,4.0,2.0,,,8.0,,,1.0,17.0,,4.0,,101.0,2.0,20.0,8.0,5.0,8.0,,4.0,31.0,,2.0,,2.0,,,77.0,43.0,,,0.0,5.0,3.0,,16.0,28.0,,43.0,5.0,,1.0,41.0,1.0,,,3.0,,,0.0,4.0,,6.0,0.0,,1.0,1.0,3.0,1.0,1.0,,16.0,1.0,31.0,1.0,6.0,157.0,84.0,,5.0,,,1.0,47.0,13.0,0.0,1.0,,,1.0,,,4.0,7.0,,1.0,7.0,4.0,1.0,,0.0,32.0,5.0,1.0,,,,,6.0,,0.0,0.0,1.0,19.0,,11.0,,,19.0,2.0,,,19.0,1.0,,1.0,,1.0,29.0,,,0.0,,1.0,1.0,,2.0,1.0,23.0,,29.0,,28.0,2.0,,1.0,,3.0,4.0,,2.0,33.0,,,0.0,0.0,,111.0,,19.0,,0.0,2.0,4.0,63.0,4.0,0.0,,15.0,2.0,,3.0,2.0,,,0.0,,2.0,2.0,27.0,69.0,5.0,,,1.0,,,54.0,7.0,49.0,1.0,,,3.0,11.0,1.0,10.0,,,5.0,64.0,0.0,,3.0,,,6.0,,37.0,10.0,,22.0,6.0,13.0,5.0,1.0,3.0,5.0,,1.0,,,,3237.0
St. Paul's,,,0.0,9.0,8.0,,0.0,0.0,,5.0,1.0,0.0,0.0,5.0,1.0,201.0,10.0,1.0,0.0,1.0,0.0,,,0.0,1.0,2.0,3.0,13.0,0.0,,10.0,5.0,0.0,0.0,,1.0,0.0,,1.0,,1.0,,,,0.0,0.0,,,1.0,,,,2.0,7.0,12.0,3.0,,,0.0,,,0.0,1.0,41.0,6.0,0.0,,0.0,,0.0,0.0,1.0,,,1.0,0.0,,0.0,0.0,0.0,6.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,5.0,0.0,,7.0,,,0.0,8.0,4.0,0.0,18.0,0.0,1.0,,2.0,,,1.0,,0.0,,1.0,0.0,,5.0,,,0.0,3.0,12.0,0.0,,1.0,,,,,0.0,2.0,1.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,7.0,0.0,0.0,32.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,1.0,0.0,,1.0,1.0,,0.0,0.0,0.0,,0.0,,18.0,0.0,3.0,1.0,1.0,1.0,,,8.0,,0.0,,0.0,,,67.0,37.0,,,0.0,0.0,0.0,,,3.0,,2.0,2.0,0.0,0.0,35.0,0.0,2.0,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,14.0,0.0,1.0,21.0,4.0,0.0,1.0,,,0.0,10.0,2.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,0.0,2.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,6.0,,1.0,,,2.0,,,,3.0,0.0,,0.0,,0.0,4.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,9.0,,5.0,1.0,,0.0,,0.0,,1.0,1.0,,0.0,8.0,,,0.0,0.0,,1.0,,6.0,,0.0,0.0,1.0,17.0,1.0,0.0,,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,10.0,1.0,,,0.0,,,9.0,0.0,13.0,0.0,,,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,7.0,1.0,,10.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,0.0,,862.0
Stamford Brook,,,19.0,6.0,6.0,,2.0,,,7.0,2.0,,0.0,17.0,3.0,41.0,7.0,2.0,,29.0,2.0,,,0.0,,3.0,3.0,10.0,2.0,,22.0,,3.0,1.0,,1.0,,,5.0,,1.0,,,,,,,,2.0,,,,6.0,12.0,22.0,6.0,5.0,,,,,,2.0,14.0,,,,,,31.0,,2.0,,,2.0,2.0,,,1.0,,6.0,,,,,,,,,0.0,,,,,,,,15.0,6.0,29.0,,1.0,1.0,,4.0,0.0,0.0,11.0,,7.0,,,12.0,,,,15.0,9.0,,16.0,1.0,4.0,,5.0,,,13.0,,0.0,,18.0,1.0,,8.0,,,,9.0,32.0,,,49.0,,,,,,214.0,,,,,,,,2.0,,1.0,,1.0,1.0,2.0,1.0,,,17.0,,15.0,1.0,,20.0,,2.0,,,0.0,1.0,2.0,1.0,,6.0,,,,,2.0,,,,3.0,,,6.0,2.0,,,,24.0,,14.0,9.0,2.0,,,7.0,11.0,,,,1.0,,,31.0,21.0,,,,,1.0,,7.0,9.0,,7.0,3.0,,,16.0,,4.0,,,,,,6.0,2.0,3.0,,,4.0,1.0,1.0,,,,14.0,,10.0,1.0,3.0,40.0,29.0,6.0,8.0,,,,17.0,8.0,,1.0,,,,,,6.0,,,,,105.0,1.0,,,5.0,14.0,,,,,,3.0,,0.0,,0.0,6.0,,5.0,,,,5.0,,,17.0,,,4.0,,1.0,34.0,,,0.0,,,0.0,,3.0,1.0,11.0,,17.0,5.0,11.0,,,1.0,,2.0,2.0,,2.0,17.0,,,1.0,1.0,,3.0,,8.0,,,1.0,3.0,19.0,2.0,,,7.0,1.0,,108.0,1.0,0.0,,,,1.0,2.0,16.0,39.0,2.0,,,,,,17.0,,22.0,,,,2.0,3.0,2.0,22.0,,,3.0,6.0,,,12.0,,,5.0,,18.0,,,10.0,1.0,,6.0,1.0,1.0,11.0,,,,,,1829.0
Stamford Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,7.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,266.0,,,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,23.0,,51.0,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,490.0
Stanmore,,,,15.0,15.0,,,1.0,,18.0,,,,38.0,7.0,92.0,19.0,8.0,,7.0,,,,1.0,,7.0,9.0,21.0,7.0,,43.0,,2.0,2.0,,,,,9.0,,4.0,,,,,,,,6.0,,,,,28.0,57.0,19.0,11.0,,82.0,,,,,29.0,17.0,1.0,,,,,2.0,5.0,,,3.0,4.0,,,,2.0,12.0,,,1.0,,,,,1.0,2.0,,,,,,,9.0,10.0,3.0,13.0,4.0,,4.0,,4.0,3.0,,19.0,,13.0,,,22.0,,,,33.0,21.0,,43.0,,16.0,,14.0,,,9.0,,1.0,,11.0,,1.0,,,,,20.0,49.0,,,11.0,,,,,1.0,27.0,,,,,,,,19.0,,,,,,,,,,12.0,,45.0,,2.0,41.0,6.0,5.0,,,,2.0,2.0,,,7.0,2.0,,,,4.0,,,6.0,8.0,,,3.0,12.0,,,,59.0,31.0,16.0,6.0,4.0,6.0,,4.0,20.0,,3.0,,3.0,,,76.0,43.0,,,,4.0,4.0,,16.0,16.0,,14.0,7.0,,2.0,39.0,3.0,,,8.0,,,1.0,7.0,,9.0,2.0,,,,15.0,4.0,3.0,,13.0,1.0,28.0,,6.0,77.0,42.0,5.0,6.0,,,,29.0,12.0,2.0,2.0,,,6.0,,,6.0,7.0,,25.0,6.0,,3.0,,,11.0,10.0,3.0,,,,,3.0,,2.0,,3.0,13.0,,17.0,,,21.0,2.0,,,17.0,,,,,,27.0,,,,,,2.0,,3.0,2.0,20.0,,25.0,16.0,25.0,2.0,,,,4.0,4.0,,,56.0,,,,,,12.0,,15.0,,,,7.0,38.0,7.0,,,16.0,,,4.0,3.0,,,,,3.0,11.0,27.0,53.0,10.0,,,,,,34.0,4.0,40.0,3.0,,,,60.0,,12.0,,,9.0,26.0,1.0,,,,,5.0,,29.0,13.0,,26.0,7.0,14.0,9.0,,5.0,5.0,,1.0,,,,2642.0
Star Lane,4.0,,,,,,,,,,,,,,,23.0,,,,,,1.0,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,54.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,2.0,1.0,,,,,,,1.0,,,,,,,,,7.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,3.0,,,1.0,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,86.0,4.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,4.0,,3.0,,,,,,,,,,,,,,,3.0,441.0
Stepney Green,,,1.0,,69.0,,0.0,,,18.0,3.0,1.0,1.0,16.0,3.0,182.0,30.0,8.0,0.0,3.0,1.0,,,1.0,3.0,11.0,27.0,27.0,3.0,,22.0,10.0,1.0,1.0,,21.0,1.0,,6.0,,14.0,,,,0.0,0.0,,,3.0,,,,9.0,60.0,93.0,31.0,19.0,,0.0,,,,2.0,30.0,13.0,,,0.0,,1.0,,3.0,,,2.0,2.0,,0.0,1.0,1.0,9.0,,,0.0,,,,,1.0,1.0,,,1.0,,,,1.0,2.0,1.0,6.0,1.0,1.0,4.0,,1.0,,1.0,8.0,,14.0,0.0,,18.0,,,0.0,23.0,13.0,0.0,58.0,1.0,3.0,,8.0,,,3.0,,1.0,,5.0,2.0,0.0,10.0,,,0.0,10.0,28.0,1.0,,3.0,,,,,0.0,10.0,2.0,,1.0,1.0,,,1.0,1.0,,0.0,,0.0,0.0,1.0,1.0,,1.0,5.0,,31.0,1.0,0.0,35.0,2.0,3.0,,,0.0,0.0,0.0,0.0,,4.0,,,,,3.0,1.0,,,4.0,,,1.0,2.0,,1.0,,45.0,1.0,8.0,2.0,4.0,3.0,,1.0,14.0,,5.0,,4.0,,,198.0,65.0,,,1.0,1.0,2.0,,25.0,8.0,,6.0,96.0,,,82.0,1.0,5.0,,1.0,,,1.0,2.0,,11.0,0.0,0.0,1.0,0.0,1.0,0.0,,,5.0,0.0,44.0,0.0,5.0,43.0,16.0,1.0,2.0,,,,19.0,7.0,0.0,5.0,,,0.0,,,2.0,2.0,,0.0,2.0,2.0,0.0,,0.0,5.0,2.0,,,,,,1.0,,,,,10.0,,10.0,,,7.0,1.0,,,9.0,1.0,,0.0,,,13.0,,,0.0,,1.0,1.0,,1.0,1.0,22.0,,18.0,4.0,36.0,1.0,,0.0,,,3.0,,,135.0,,,,0.0,,3.0,,16.0,,0.0,1.0,3.0,27.0,4.0,0.0,,45.0,1.0,,1.0,1.0,1.0,0.0,1.0,,5.0,1.0,14.0,32.0,5.0,,,1.0,,,21.0,2.0,36.0,0.0,,,1.0,3.0,,5.0,,0.0,22.0,5.0,,,1.0,,,2.0,,22.0,4.0,,294.0,1.0,3.0,3.0,0.0,2.0,1.0,,1.0,,1.0,,2728.0
Stockwell,,,9.0,63.0,61.0,,3.0,0.0,,48.0,11.0,3.0,3.0,87.0,72.0,514.0,71.0,15.0,1.0,20.0,6.0,,,1.0,13.0,33.0,31.0,89.0,8.0,,154.0,67.0,3.0,3.0,,8.0,2.0,,304.0,,9.0,,,,,2.0,,,12.0,,,,37.0,116.0,175.0,46.0,54.0,,1.0,,,,10.0,99.0,84.0,,,,,7.0,,149.0,,,201.0,55.0,,1.0,6.0,10.0,48.0,,,,,,,,2.0,3.0,,,2.0,,,,4.0,13.0,4.0,46.0,7.0,5.0,7.0,,10.0,1.0,2.0,40.0,,155.0,,,123.0,,,1.0,96.0,,,143.0,6.0,17.0,,26.0,,,26.0,,2.0,,45.0,8.0,,54.0,,,,,244.0,3.0,,17.0,,,,,1.0,71.0,10.0,,5.0,7.0,,,3.0,6.0,,2.0,,1.0,2.0,4.0,6.0,,2.0,39.0,,85.0,5.0,1.0,147.0,14.0,11.0,,,1.0,2.0,2.0,1.0,,32.0,,,,,64.0,3.0,,16.0,19.0,,,4.0,9.0,,5.0,,151.0,3.0,62.0,11.0,32.0,16.0,,6.0,90.0,,6.0,,6.0,,,349.0,312.0,,,2.0,6.0,7.0,,76.0,52.0,,30.0,21.0,2.0,,176.0,10.0,22.0,,3.0,,,2.0,11.0,,25.0,1.0,1.0,3.0,2.0,4.0,,1.0,,34.0,1.0,106.0,,236.0,282.0,83.0,5.0,17.0,,,2.0,122.0,197.0,1.0,5.0,,,2.0,,,14.0,10.0,,1.0,15.0,11.0,1.0,,1.0,32.0,13.0,1.0,,,,,6.0,,1.0,,,42.0,,26.0,,,43.0,3.0,,,100.0,2.0,,3.0,,1.0,121.0,,,1.0,,12.0,3.0,,6.0,3.0,128.0,,161.0,23.0,109.0,5.0,,2.0,,14.0,,,3.0,123.0,,,1.0,,,14.0,,73.0,,,23.0,47.0,142.0,10.0,1.0,,75.0,4.0,,8.0,4.0,2.0,,2.0,,7.0,5.0,795.0,417.0,14.0,,,2.0,,,108.0,8.0,295.0,,,,4.0,13.0,2.0,38.0,,1.0,20.0,24.0,,,12.0,1.0,,8.0,,166.0,25.0,,95.0,4.0,15.0,16.0,3.0,7.0,,,2.0,,2.0,,10666.0
Stoke Newington,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,53.0,,,,,,,,,,,,,,,,3.0,10.0,,,2.0,,,,11.0,16.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,6.0,,,,,,,,,,,,,,,,,,,,,,3.0,100.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,243.0,,,,,,11.0,,,,,,,,,,,,,,4.0,,,,3.0,,,,,43.0,,,,,,,141.0,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,38.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,4.0,,,,,1096.0
Stonebridge Park,,5.0,,7.0,7.0,,,0.0,,9.0,3.0,,,20.0,3.0,42.0,9.0,3.0,,,2.0,,,0.0,,3.0,4.0,10.0,3.0,,23.0,3.0,,1.0,,,,,4.0,,,4.0,6.0,,,,,1.0,,3.0,,6.0,8.0,11.0,23.0,7.0,5.0,1.0,,1.0,,,,14.0,8.0,,,,,,,2.0,2.0,7.0,2.0,2.0,,,,,6.0,,1.0,,,,,,0.0,1.0,,2.0,,2.0,,,,,,13.0,,,1.0,,3.0,,,13.0,,6.0,,,10.0,,,,20.0,11.0,,21.0,,,6.0,6.0,,,8.0,,0.0,,10.0,,,9.0,,5.0,,10.0,25.0,,,12.0,3.0,,1.0,1.0,,21.0,,7.0,,49.0,,1.0,5.0,3.0,0.0,,1.0,,,,,,,11.0,,20.0,1.0,,20.0,,2.0,2.0,,,,,,2.0,4.0,,,4.0,,2.0,5.0,11.0,7.0,,3.0,5.0,2.0,,2.0,4.0,,31.0,,9.0,,2.0,,,,10.0,,1.0,1.0,1.0,,,36.0,19.0,,,,4.0,2.0,,7.0,10.0,,8.0,3.0,,,19.0,1.0,5.0,,,,1.0,0.0,,,4.0,,6.0,,,,1.0,,,13.0,,14.0,,3.0,39.0,33.0,,5.0,1.0,,,14.0,6.0,,,,,,,,4.0,11.0,1.0,,,,,,,6.0,8.0,,,,,,,,,,,7.0,,7.0,6.0,,28.0,,,,11.0,,4.0,,1.0,,20.0,3.0,,,1.0,,,,2.0,1.0,9.0,,13.0,9.0,11.0,2.0,,,,2.0,2.0,,,22.0,,,,,1.0,7.0,0.0,7.0,,,1.0,3.0,19.0,3.0,,,7.0,,,4.0,1.0,,,,2.0,1.0,2.0,13.0,28.0,4.0,,,,0.0,,20.0,4.0,18.0,,1.0,2.0,35.0,,,12.0,,,3.0,17.0,,,,,,,,14.0,,,12.0,3.0,47.0,5.0,1.0,2.0,,,,0.0,,,1473.0
