station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
South Quay,3.0,,,,,9.0,,,,,,,,,,200.0,,,,,,2.0,1.0,,,,,,,12.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,478.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,7.0,25.0,5.0,,,,,,,10.0,8.0,,,,,,,,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,5.0,,,,,,,24.0,,,17.0,,,,,32.0,,,10.0,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,29.0,,6.0,4.0,,,,,,,,,,,,,,,,5.0,,7.0,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,152.0,,8.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,14.0,,,7.0,,24.0,,,,,,,,,,,,,,,14.0,1675.0
South Ruislip,,,5.0,9.0,9.0,,,,,10.0,3.0,,,19.0,5.0,57.0,11.0,6.0,,,,,,,4.0,,6.0,13.0,4.0,,25.0,5.0,,,,2.0,,,7.0,,2.0,,,,,,,,3.0,,,,9.0,18.0,23.0,13.0,,,,,,,,18.0,10.0,,,,,4.0,,,,,,,,,,1.0,7.0,,,,,,,,,1.0,,,,,,,,11.0,,12.0,5.0,,3.0,,4.0,,,11.0,,8.0,,,13.0,,,,19.0,,,24.0,3.0,5.0,,8.0,,,8.0,,1.0,,9.0,,,9.0,,,,,29.0,11.0,,,,,,,,23.0,,,7.0,,,,,,,,,,,,,,1.0,10.0,,23.0,,1.0,24.0,5.0,3.0,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,32.0,,10.0,4.0,3.0,4.0,,2.0,12.0,,2.0,,2.0,,,46.0,27.0,,,,,,,,10.0,,,5.0,,,23.0,2.0,5.0,,,,,1.0,10.0,,7.0,,,,12.0,,,,,11.0,,16.0,,4.0,44.0,25.0,,5.0,,,4.0,17.0,8.0,,,,,,,,5.0,,,,4.0,4.0,,,,6.0,7.0,,,,,,2.0,,,9.0,,8.0,,10.0,,,18.0,,,,12.0,,,,,,20.0,,,,,,,,,,12.0,,16.0,6.0,15.0,2.0,,,,3.0,3.0,,,35.0,,,,,,4.0,,,,,,5.0,22.0,4.0,,,10.0,,,4.0,2.0,,,,,2.0,,18.0,34.0,5.0,,,,,,20.0,,24.0,,,,,,2.0,11.0,,,6.0,,,,,4.0,,3.0,,18.0,13.0,,17.0,,,8.0,,3.0,,,,,1.0,,1399.0
South Tottenham,,3.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,48.0,,,,,,,,,,,,,4.0,5.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,14.0,,,,,,11.0,,,,,,,,16.0,,6.0,,16.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6.0,6.0,,8.0,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,20.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,16.0,,,3.0,,,,,,,,4.0,,,12.0,,,,23.0,,,,,,,,,,,,,13.0,,,,,,,2.0,,,415.0
South Wimbledon,,,,26.0,26.0,,,,,25.0,8.0,3.0,2.0,41.0,45.0,169.0,30.0,14.0,1.0,,,,,2.0,8.0,13.0,16.0,35.0,8.0,,58.0,16.0,,3.0,,5.0,2.0,,27.0,,6.0,,,,,2.0,,,7.0,,,,20.0,53.0,61.0,33.0,19.0,,,,,,6.0,43.0,27.0,,,,,,,19.0,,,12.0,18.0,,,6.0,49.0,18.0,,,,,,,,2.0,3.0,,,,,,,3.0,11.0,,22.0,5.0,4.0,6.0,,,,2.0,21.0,,29.0,1.0,,37.0,,,1.0,45.0,,1.0,64.0,6.0,11.0,,18.0,,,,,2.0,,19.0,6.0,,23.0,,,,,75.0,3.0,,13.0,,,,,1.0,42.0,7.0,,5.0,5.0,,,,7.0,,,,,,,6.0,,3.0,19.0,,53.0,3.0,,60.0,8.0,7.0,,,,,,,,11.0,,,,,8.0,,,,12.0,,,,7.0,,4.0,,74.0,3.0,24.0,7.0,8.0,,,,31.0,,5.0,,6.0,,,132.0,85.0,,,2.0,4.0,5.0,,28.0,22.0,,15.0,13.0,2.0,,66.0,54.0,11.0,,3.0,,,2.0,9.0,,17.0,,1.0,,2.0,,2.0,,,18.0,,45.0,,16.0,104.0,47.0,,,,,,43.0,27.0,,4.0,,,2.0,,,,7.0,,2.0,,,,,1.0,14.0,12.0,,,,,,,,,,,19.0,,21.0,,,26.0,,,,31.0,,,,,,46.0,,,,,,3.0,,,3.0,37.0,,45.0,13.0,41.0,,,,,8.0,13.0,,,89.0,,,,,,9.0,,25.0,,,23.0,88.0,54.0,9.0,1.0,,28.0,3.0,,,4.0,3.0,,,,5.0,7.0,67.0,97.0,13.0,,,,,,47.0,5.0,73.0,,,,4.0,13.0,,,,1.0,15.0,16.0,,,,,,,,50.0,17.0,,46.0,3.0,,,,6.0,,,2.0,,2.0,,3789.0
South Woodford,,,6.0,31.0,34.0,,,,,28.0,8.0,,,38.0,11.0,178.0,34.0,28.0,3.0,9.0,,,,3.0,8.0,14.0,25.0,36.0,,,50.0,14.0,3.0,4.0,,10.0,,,15.0,,13.0,,,,6.0,2.0,,,8.0,,,,20.0,63.0,96.0,69.0,20.0,,,,,,6.0,46.0,23.0,,,3.0,,5.0,,8.0,,,5.0,6.0,,,6.0,3.0,16.0,,,,,,,,3.0,5.0,,,9.0,,,,3.0,10.0,,18.0,5.0,4.0,13.0,,6.0,,3.0,20.0,,23.0,2.0,,32.0,,,4.0,45.0,26.0,3.0,72.0,6.0,11.0,,24.0,,,12.0,,8.0,,15.0,6.0,,21.0,,,2.0,22.0,61.0,3.0,,11.0,,,,,5.0,35.0,7.0,,4.0,5.0,,,3.0,7.0,,3.0,,2.0,2.0,5.0,6.0,,3.0,15.0,,76.0,4.0,,59.0,7.0,8.0,,,2.0,,2.0,1.0,,9.0,,,,,6.0,,,,12.0,,,3.0,7.0,,,,80.0,3.0,20.0,7.0,6.0,7.0,,,27.0,,22.0,,40.0,,,155.0,81.0,,,10.0,4.0,6.0,,29.0,19.0,,14.0,25.0,,,75.0,4.0,11.0,,3.0,,,6.0,8.0,,30.0,,,,2.0,5.0,,,,16.0,,51.0,2.0,10.0,92.0,45.0,,8.0,,,2.0,38.0,17.0,,9.0,,,,,,7.0,7.0,,2.0,7.0,,,,4.0,12.0,11.0,,4.0,,,,,,,,,18.0,,29.0,,,23.0,,,,23.0,30.0,,2.0,,,36.0,,,,,4.0,,,4.0,3.0,33.0,,37.0,13.0,44.0,3.0,,3.0,,13.0,7.0,,,265.0,,,,,,9.0,,24.0,,1.0,5.0,12.0,50.0,,,,33.0,3.0,,,5.0,4.0,,3.0,,12.0,7.0,38.0,72.0,,,,9.0,,,45.0,5.0,61.0,,,,,13.0,,16.0,,,37.0,17.0,,,5.0,,,5.0,,42.0,15.0,,68.0,3.0,11.0,13.0,,8.0,,,31.0,,3.0,,4138.0
Southbury,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,20.0,,,,,,,,,,,,,,,3.0,4.0,6.0,,,,,,,4.0,16.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,4.0,,3.0,,128.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,65.0,,,,,,18.0,,,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,5.0,,107.0,,,,,,,,,4.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,11.0,,,12.0,,,,,,,2.0,,,549.0
Southfields,,,13.0,28.0,28.0,,4.0,,,30.0,10.0,3.0,2.0,57.0,,178.0,31.0,16.0,,26.0,7.0,,,,11.0,14.0,17.0,42.0,9.0,,80.0,16.0,5.0,3.0,,5.0,2.0,,21.0,,7.0,,,,,3.0,,,9.0,,,,26.0,56.0,65.0,35.0,21.0,,2.0,,,,7.0,57.0,34.0,,,,,11.0,,,,,,,,1.0,7.0,,23.0,,,,,,,,,3.0,,,,,,,4.0,20.0,6.0,59.0,11.0,5.0,7.0,,69.0,2.0,3.0,33.0,,28.0,1.0,,44.0,,,,61.0,32.0,,71.0,7.0,15.0,,23.0,,,54.0,,2.0,,43.0,8.0,4.0,30.0,,,,30.0,106.0,6.0,,25.0,,,,,1.0,95.0,9.0,,8.0,10.0,,,6.0,9.0,,5.0,,3.0,3.0,7.0,7.0,,3.0,42.0,,68.0,4.0,1.0,78.0,17.0,8.0,,,,4.0,4.0,2.0,,18.0,,,,,7.0,4.0,,,15.0,,4.0,5.0,,,6.0,,97.0,4.0,42.0,14.0,9.0,14.0,,9.0,41.0,,5.0,,6.0,,,139.0,89.0,,,,7.0,6.0,,31.0,33.0,,22.0,13.0,,,70.0,,15.0,,4.0,,,,18.0,3.0,18.0,,2.0,5.0,3.0,6.0,,,,38.0,,47.0,3.0,,144.0,82.0,8.0,45.0,,,3.0,59.0,29.0,,4.0,,,2.0,,,55.0,12.0,,2.0,,15.0,2.0,,,18.0,21.0,,,,,,7.0,,1.0,1.0,2.0,24.0,,27.0,,,62.0,5.0,,,49.0,,,5.0,,2.0,90.0,2.0,,,,,3.0,,,3.0,42.0,,60.0,18.0,47.0,7.0,,3.0,,8.0,10.0,,5.0,95.0,,,2.0,2.0,,12.0,,31.0,,,,,72.0,11.0,,,30.0,4.0,,11.0,4.0,3.0,,,,6.0,9.0,62.0,129.0,14.0,,,,,,64.0,9.0,83.0,,,,7.0,16.0,,59.0,,1.0,16.0,22.0,,,15.0,1.0,,9.0,,64.0,37.0,,49.0,4.0,22.0,102.0,34.0,8.0,12.0,,,,3.0,,5218.0
Southgate,,,6.0,24.0,24.0,,2.0,,,29.0,9.0,27.0,3.0,43.0,10.0,143.0,30.0,16.0,,9.0,,,,2.0,9.0,11.0,15.0,30.0,13.0,,54.0,12.0,3.0,17.0,,5.0,2.0,,13.0,,6.0,,,,1.0,2.0,,,11.0,,,,23.0,44.0,55.0,33.0,16.0,,,,,,6.0,45.0,23.0,,,,,5.0,,7.0,,,5.0,5.0,,8.0,6.0,3.0,17.0,,,,,,,,,3.0,,,,,,,3.0,10.0,3.0,18.0,5.0,,6.0,,6.0,,3.0,22.0,,19.0,,,30.0,,,1.0,52.0,29.0,,67.0,,12.0,,37.0,,,12.0,,2.0,,15.0,7.0,2.0,23.0,,,,25.0,63.0,3.0,,11.0,,,,,1.0,35.0,8.0,,4.0,6.0,,,,7.0,,3.0,,2.0,2.0,4.0,6.0,,,15.0,,87.0,4.0,,62.0,7.0,11.0,,,,2.0,2.0,1.0,,10.0,,,,,5.0,2.0,,7.0,13.0,,,3.0,7.0,,4.0,,92.0,3.0,21.0,8.0,6.0,7.0,,5.0,29.0,,6.0,,6.0,,,120.0,65.0,,,,4.0,12.0,,,20.0,,16.0,12.0,,,61.0,4.0,13.0,,3.0,,,2.0,8.0,1.0,16.0,,1.0,3.0,2.0,5.0,,2.0,,16.0,18.0,44.0,2.0,9.0,99.0,49.0,4.0,8.0,,,2.0,39.0,17.0,,4.0,,,2.0,,,7.0,8.0,,,7.0,6.0,1.0,,,13.0,11.0,,,,,,4.0,,,,,21.0,,39.0,,,24.0,2.0,,,23.0,,,2.0,,1.0,36.0,,,,,4.0,3.0,,4.0,,29.0,,35.0,14.0,38.0,3.0,,3.0,,8.0,6.0,,3.0,102.0,,,,,,10.0,,21.0,,,4.0,10.0,52.0,15.0,,,24.0,3.0,,5.0,13.0,,,,,6.0,7.0,37.0,70.0,18.0,,,,,,51.0,5.0,56.0,,,,4.0,14.0,,16.0,,,16.0,18.0,1.0,,5.0,,,6.0,,40.0,15.0,,44.0,4.0,12.0,13.0,,27.0,6.0,,3.0,,,,3665.0
Southwark,,,4.0,36.0,34.0,,1.0,0.0,,26.0,6.0,2.0,1.0,42.0,9.0,340.0,40.0,9.0,1.0,8.0,2.0,,,1.0,7.0,19.0,17.0,52.0,5.0,,69.0,35.0,2.0,2.0,,4.0,1.0,,15.0,,5.0,,,,0.0,1.0,,,6.0,,,,19.0,63.0,54.0,25.0,34.0,,1.0,,,1.0,5.0,55.0,59.0,0.0,,0.0,,3.0,1.0,7.0,,,6.0,5.0,,1.0,3.0,2.0,29.0,,,0.0,,,,,1.0,2.0,,,1.0,,,,2.0,6.0,2.0,17.0,3.0,3.0,4.0,,4.0,1.0,1.0,19.0,,45.0,0.0,,95.0,,,1.0,50.0,23.0,0.0,79.0,3.0,8.0,,14.0,,,10.0,,1.0,,16.0,4.0,1.0,31.0,,,0.0,20.0,105.0,2.0,,8.0,,,,,1.0,29.0,5.0,,3.0,3.0,,,2.0,4.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,15.0,,45.0,2.0,0.0,84.0,6.0,6.0,,,1.0,1.0,1.0,1.0,,13.0,0.0,,,,11.0,1.0,,,10.0,,,2.0,5.0,,3.0,,81.0,2.0,26.0,5.0,22.0,7.0,,3.0,57.0,,3.0,,4.0,,,205.0,272.0,,,1.0,3.0,4.0,,46.0,23.0,,14.0,11.0,1.0,1.0,104.0,3.0,11.0,,2.0,,,1.0,5.0,1.0,13.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,,14.0,1.0,59.0,1.0,15.0,140.0,40.0,3.0,7.0,,,1.0,77.0,23.0,1.0,3.0,,,1.0,,,6.0,5.0,,1.0,7.0,5.0,1.0,,1.0,15.0,7.0,1.0,0.0,,,,3.0,,0.0,0.0,1.0,23.0,,14.0,,,19.0,1.0,,,32.0,1.0,,1.0,,1.0,42.0,1.0,,1.0,,3.0,2.0,,3.0,2.0,,,84.0,11.0,64.0,2.0,,1.0,,8.0,8.0,,2.0,66.0,,,1.0,0.0,,7.0,,47.0,,0.0,4.0,9.0,84.0,5.0,1.0,,44.0,2.0,,4.0,2.0,1.0,1.0,1.0,,4.0,3.0,44.0,128.0,8.0,,,1.0,,,58.0,4.0,355.0,1.0,,,2.0,7.0,1.0,15.0,,0.0,11.0,12.0,0.0,,4.0,0.0,,4.0,,124.0,11.0,,51.0,2.0,7.0,8.0,1.0,4.0,4.0,,1.0,,1.0,,4879.0
St James Street,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,19.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,14.0,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,100.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,166.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,242.0,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,8.0,,,,,,,,16.0,,,,,1048.0
St. James's Park,,,2.0,9.0,9.0,,1.0,0.0,,9.0,2.0,1.0,1.0,17.0,4.0,71.0,10.0,3.0,0.0,4.0,1.0,,,0.0,3.0,5.0,5.0,21.0,2.0,,31.0,7.0,1.0,1.0,,1.0,0.0,,6.0,,2.0,,,,0.0,0.0,,,2.0,,,,7.0,17.0,16.0,8.0,8.0,,0.0,,,0.0,2.0,22.0,24.0,0.0,,0.0,,1.0,0.0,3.0,,,2.0,2.0,,0.0,1.0,1.0,12.0,,,0.0,,,,,0.0,1.0,,,0.0,,,,1.0,3.0,1.0,9.0,1.0,1.0,1.0,,2.0,0.0,1.0,8.0,,13.0,0.0,,39.0,,,0.0,20.0,9.0,0.0,21.0,1.0,3.0,,5.0,,,5.0,,0.0,,9.0,2.0,1.0,12.0,,,0.0,8.0,57.0,1.0,,3.0,,,,,0.0,14.0,2.0,,1.0,1.0,,,1.0,1.0,,1.0,,0.0,0.0,1.0,1.0,,1.0,8.0,,17.0,1.0,0.0,33.0,3.0,2.0,,,0.0,0.0,1.0,0.0,,7.0,0.0,,,,3.0,1.0,,3.0,4.0,,,1.0,2.0,,1.0,,32.0,1.0,13.0,2.0,6.0,3.0,,1.0,23.0,,1.0,,1.0,,,49.0,41.0,,,0.0,1.0,1.0,,13.0,10.0,,6.0,3.0,1.0,0.0,25.0,1.0,4.0,,1.0,,,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,7.0,0.0,15.0,0.0,5.0,58.0,16.0,1.0,3.0,,,0.0,31.0,16.0,0.0,1.0,,,0.0,,,3.0,2.0,,0.0,3.0,2.0,0.0,,0.0,6.0,3.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,9.0,,5.0,,,8.0,1.0,,,23.0,0.0,,1.0,,0.0,25.0,0.0,,0.0,,1.0,1.0,,1.0,1.0,26.0,,,4.0,15.0,1.0,,1.0,,2.0,3.0,,1.0,21.0,,,0.0,0.0,,3.0,,19.0,,0.0,1.0,3.0,33.0,2.0,0.0,,11.0,1.0,,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,27.0,153.0,3.0,,,0.0,,,23.0,2.0,69.0,0.0,,,1.0,3.0,0.0,7.0,,0.0,4.0,5.0,0.0,,2.0,0.0,,2.0,,113.0,5.0,,14.0,1.0,3.0,3.0,1.0,2.0,2.0,,0.0,,1.0,,1800.0
St. John's Wood,,,4.0,17.0,17.0,,,0.0,,25.0,6.0,2.0,2.0,98.0,7.0,109.0,24.0,7.0,0.0,7.0,3.0,,,1.0,,7.0,10.0,26.0,5.0,,75.0,9.0,2.0,2.0,,3.0,,,10.0,,3.0,,,,0.0,,,,7.0,,,,18.0,29.0,33.0,18.0,12.0,,1.0,,,1.0,,40.0,24.0,0.0,,,,3.0,1.0,5.0,,,3.0,4.0,,1.0,3.0,2.0,16.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,4.0,7.0,2.0,15.0,4.0,3.0,3.0,,4.0,1.0,,38.0,,16.0,0.0,,30.0,,,1.0,47.0,39.0,0.0,56.0,4.0,40.0,,15.0,,,9.0,,1.0,,13.0,,2.0,23.0,,,0.0,41.0,73.0,2.0,,9.0,,,,,1.0,30.0,,,3.0,6.0,,,3.0,6.0,,2.0,,1.0,1.0,2.0,,,2.0,15.0,,51.0,2.0,1.0,57.0,7.0,6.0,,,1.0,1.0,1.0,1.0,,10.0,1.0,,,,4.0,2.0,,,10.0,,,2.0,14.0,,4.0,,92.0,3.0,21.0,8.0,5.0,8.0,,4.0,30.0,,3.0,,3.0,,,90.0,51.0,,,1.0,5.0,4.0,,19.0,25.0,,31.0,7.0,,1.0,47.0,2.0,,,4.0,,,1.0,6.0,,9.0,1.0,,2.0,1.0,4.0,2.0,1.0,,17.0,1.0,35.0,1.0,7.0,133.0,72.0,,6.0,,,1.0,44.0,15.0,1.0,2.0,,,2.0,,,5.0,7.0,,1.0,7.0,5.0,1.0,,0.0,24.0,8.0,1.0,,,,,5.0,,1.0,0.0,1.0,19.0,,16.0,,,22.0,2.0,,,21.0,1.0,,2.0,,1.0,33.0,,,1.0,,2.0,1.0,,3.0,2.0,25.0,,32.0,,31.0,2.0,,2.0,,5.0,5.0,,3.0,50.0,,,1.0,1.0,,51.0,,20.0,,0.0,3.0,7.0,58.0,6.0,1.0,,18.0,2.0,,4.0,3.0,,,1.0,,3.0,4.0,31.0,72.0,8.0,,,1.0,,,51.0,7.0,52.0,1.0,,,4.0,13.0,1.0,13.0,,,8.0,43.0,0.0,,4.0,,,6.0,,39.0,13.0,,29.0,5.0,14.0,8.0,1.0,4.0,6.0,,1.0,,,,3248.0
