station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
East Ham,,,10.0,,67.0,,4.0,,,51.0,13.0,5.0,4.0,67.0,19.0,337.0,62.0,201.0,3.0,15.0,5.0,,,12.0,14.0,27.0,49.0,67.0,,,90.0,26.0,,6.0,,24.0,3.0,,27.0,,36.0,,,,3.0,4.0,,,14.0,,,,35.0,124.0,210.0,187.0,38.0,,3.0,,,,10.0,84.0,42.0,,,2.0,,8.0,,13.0,,,9.0,10.0,,2.0,10.0,5.0,29.0,,,,,,,,11.0,19.0,,,6.0,,,,5.0,17.0,5.0,30.0,8.0,8.0,,,10.0,2.0,4.0,35.0,,42.0,4.0,,58.0,,,3.0,81.0,45.0,2.0,133.0,10.0,18.0,,40.0,,,20.0,,7.0,,26.0,11.0,3.0,38.0,,,1.0,39.0,110.0,5.0,,19.0,,,,,3.0,60.0,12.0,,7.0,9.0,,,6.0,11.0,,5.0,,3.0,3.0,7.0,10.0,,5.0,26.0,,127.0,6.0,,107.0,12.0,13.0,,,6.0,3.0,4.0,2.0,,17.0,,,,,11.0,4.0,,12.0,20.0,,,4.0,11.0,,6.0,,144.0,5.0,36.0,12.0,12.0,12.0,,7.0,50.0,,23.0,,23.0,,,295.0,150.0,,,6.0,7.0,11.0,,55.0,34.0,,25.0,53.0,4.0,,141.0,7.0,20.0,,5.0,,,6.0,14.0,,72.0,1.0,2.0,5.0,3.0,7.0,4.0,2.0,,27.0,3.0,94.0,3.0,18.0,164.0,77.0,7.0,14.0,,,3.0,68.0,30.0,2.0,44.0,,,3.0,,,13.0,12.0,,3.0,12.0,10.0,2.0,,3.0,21.0,18.0,3.0,,,,,7.0,,,,,33.0,,53.0,,,40.0,3.0,,,41.0,7.0,,4.0,,2.0,62.0,,,2.0,,7.0,9.0,,7.0,5.0,61.0,,66.0,22.0,81.0,5.0,,4.0,,27.0,12.0,,4.0,505.0,,,,1.0,,15.0,,44.0,,1.0,8.0,20.0,91.0,23.0,2.0,,64.0,5.0,,8.0,8.0,10.0,6.0,17.0,,114.0,11.0,66.0,128.0,34.0,,,6.0,,,80.0,8.0,111.0,3.0,,,7.0,21.0,3.0,27.0,,1.0,119.0,27.0,,,9.0,,,9.0,,77.0,25.0,,136.0,6.0,18.0,21.0,4.0,13.0,9.0,,8.0,,4.0,,7897.0
East India,6.0,,,,,12.0,,,,,,,,,,212.0,,,,,,3.0,1.0,,,,,,,62.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,313.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,13.0,14.0,7.0,,,,,,,6.0,9.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,7.0,,,,,,,29.0,,,12.0,,,,,35.0,,,16.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,41.0,,11.0,5.0,,,,,,,,,,,,,,,,8.0,,15.0,,,,,,,52.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,21.0,,,,,218.0,9.0,11.0,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,14.0,,,14.0,,26.0,,,,,,,,,,,,,,,18.0,1761.0
East Putney,,,13.0,28.0,28.0,,4.0,,,31.0,10.0,3.0,2.0,59.0,,181.0,31.0,15.0,1.0,30.0,7.0,,,2.0,11.0,14.0,17.0,43.0,9.0,,84.0,,5.0,3.0,,5.0,,,21.0,,6.0,,,,1.0,3.0,,,9.0,,,,27.0,56.0,64.0,35.0,21.0,,2.0,,,,8.0,58.0,36.0,,,,,11.0,,,,,,,,1.0,7.0,,24.0,,,,,,,,2.0,3.0,,,,,,,4.0,20.0,6.0,72.0,11.0,5.0,6.0,,,2.0,3.0,35.0,,28.0,1.0,,46.0,,,,63.0,33.0,,71.0,7.0,15.0,,23.0,,,74.0,,2.0,,50.0,8.0,5.0,31.0,,,,30.0,114.0,6.0,,26.0,,,,,1.0,106.0,9.0,,9.0,11.0,,,5.0,8.0,,4.0,,3.0,3.0,7.0,7.0,,3.0,49.0,,68.0,4.0,1.0,81.0,19.0,8.0,,,1.0,4.0,4.0,2.0,,19.0,1.0,,,,7.0,4.0,,,15.0,,4.0,6.0,9.0,,6.0,,99.0,4.0,46.0,14.0,9.0,15.0,,9.0,43.0,,5.0,,6.0,,,141.0,91.0,,,2.0,7.0,6.0,,32.0,34.0,,23.0,13.0,3.0,,70.0,,15.0,,4.0,,,2.0,18.0,3.0,18.0,,2.0,5.0,3.0,6.0,3.0,,,43.0,,48.0,3.0,,152.0,86.0,8.0,69.0,,,3.0,63.0,31.0,,4.0,,,,,,115.0,12.0,,2.0,,17.0,2.0,,1.0,19.0,,2.0,,,,,7.0,,,1.0,2.0,25.0,,26.0,,,70.0,5.0,,,54.0,2.0,,5.0,,2.0,103.0,2.0,,2.0,,,3.0,,49.0,3.0,44.0,,64.0,18.0,49.0,8.0,,3.0,,8.0,10.0,,5.0,93.0,,,2.0,1.0,,12.0,,32.0,,,,,75.0,10.0,,,30.0,4.0,,12.0,4.0,3.0,,2.0,,6.0,9.0,65.0,139.0,13.0,,,2.0,,,67.0,9.0,87.0,,,,7.0,16.0,,74.0,,,16.0,23.0,,,18.0,1.0,,9.0,,68.0,40.0,,49.0,4.0,24.0,64.0,15.0,8.0,13.0,,,,,,5443.0
Eastcote,,,11.0,15.0,15.0,,7.0,1.0,,18.0,6.0,,,33.0,,93.0,19.0,10.0,,10.0,,,,,,,10.0,21.0,7.0,,40.0,,4.0,,,,,,10.0,,4.0,,,,,,,,,,,,14.0,30.0,37.0,21.0,11.0,,3.0,,,2.0,,29.0,16.0,1.0,,,,7.0,,,,,,,,,,,11.0,,,2.0,,,,,,,,,,,,,6.0,19.0,6.0,17.0,,,4.0,,6.0,,,17.0,,14.0,,,21.0,,,,,19.0,,42.0,,13.0,,14.0,,,11.0,,,,14.0,,,,,,,18.0,46.0,,,,,,,,,42.0,,,,,,,,36.0,,4.0,,2.0,3.0,6.0,,,,14.0,,43.0,3.0,6.0,39.0,,5.0,,,,3.0,3.0,2.0,,7.0,7.0,,,,4.0,,,,8.0,,,4.0,9.0,,,,55.0,7.0,16.0,7.0,4.0,,,4.0,19.0,,4.0,,,,,77.0,44.0,,,,,4.0,,16.0,15.0,,12.0,8.0,,,39.0,3.0,8.0,,5.0,,,,,3.0,11.0,3.0,,4.0,,18.0,7.0,4.0,,14.0,,28.0,3.0,,70.0,38.0,10.0,8.0,,,,27.0,12.0,4.0,,,,5.0,,,7.0,,,3.0,6.0,8.0,17.0,,,,14.0,4.0,,,,,3.0,,12.0,,25.0,13.0,,18.0,,,,2.0,,,18.0,,,4.0,,9.0,31.0,,,,,,,,4.0,,20.0,,25.0,13.0,25.0,4.0,,5.0,,,4.0,,,62.0,,,5.0,3.0,,10.0,,15.0,,,3.0,8.0,36.0,7.0,,,16.0,,,7.0,3.0,,,,,,32.0,27.0,52.0,11.0,,,,,,33.0,4.0,39.0,4.0,,,,32.0,,15.0,,,10.0,20.0,4.0,,5.0,,,5.0,,28.0,,,28.0,5.0,12.0,12.0,2.0,5.0,6.0,,,,,,2531.0
Edgware,,,6.0,23.0,23.0,,,,,28.0,10.0,,2.0,41.0,10.0,139.0,29.0,14.0,,10.0,,,,,15.0,10.0,15.0,30.0,9.0,,57.0,11.0,,3.0,,5.0,7.0,,14.0,,6.0,,,,,32.0,,,8.0,,,,28.0,42.0,53.0,30.0,16.0,,,,,,9.0,43.0,24.0,,,,,,,7.0,,,5.0,5.0,,,46.0,3.0,17.0,,,,,,,,,3.0,,,2.0,,,,,11.0,,19.0,5.0,6.0,6.0,,6.0,,,22.0,,20.0,,,31.0,,,,54.0,,,65.0,7.0,,,21.0,,,12.0,,2.0,,16.0,18.0,,24.0,,,,24.0,67.0,3.0,,12.0,,,,,1.0,37.0,15.0,,5.0,,,,,,,3.0,,,2.0,5.0,26.0,,3.0,16.0,,62.0,5.0,,59.0,8.0,8.0,,,,2.0,2.0,1.0,,10.0,,,,,5.0,,,,16.0,,,3.0,,,,,87.0,,22.0,8.0,6.0,8.0,,4.0,29.0,,5.0,,5.0,,,117.0,64.0,,,,,6.0,,23.0,21.0,,15.0,12.0,,,59.0,4.0,15.0,,,,,2.0,9.0,,15.0,,,,2.0,,,,,17.0,2.0,43.0,,9.0,104.0,48.0,,9.0,,,,40.0,18.0,,4.0,,,,,,8.0,,,,8.0,6.0,,,,,11.0,,,,,,,,,,,20.0,,25.0,,,25.0,,,,24.0,,,2.0,,,38.0,,,,,4.0,3.0,,4.0,3.0,29.0,,36.0,,37.0,3.0,,,,7.0,6.0,,,84.0,,,,,,,,22.0,,,4.0,11.0,54.0,10.0,1.0,,24.0,4.0,,5.0,4.0,,,,,5.0,,39.0,74.0,13.0,,,,,,54.0,,57.0,,,,,,,17.0,,,14.0,,,,5.0,,,6.0,,41.0,16.0,,41.0,,,13.0,2.0,7.0,6.0,,,,3.0,,3402.0
Edgware Road,,,4.0,13.0,13.0,,1.0,0.0,,21.0,4.0,1.0,1.0,125.0,5.0,83.0,19.0,5.0,0.0,7.0,5.0,,,1.0,5.0,6.0,7.0,20.0,4.0,,68.0,7.0,1.0,1.0,,2.0,1.0,,7.0,,2.0,,,,0.0,1.0,,,6.0,,,,14.0,21.0,24.0,13.0,9.0,,1.0,,,,4.0,32.0,20.0,0.0,,,,3.0,,4.0,,,3.0,3.0,,0.0,2.0,1.0,13.0,,,0.0,,,,,1.0,1.0,,,1.0,,,,2.0,6.0,2.0,15.0,3.0,2.0,2.0,,3.0,1.0,1.0,,,12.0,0.0,,25.0,,,0.0,38.0,36.0,0.0,44.0,3.0,11.0,,12.0,,,9.0,,1.0,,13.0,3.0,2.0,19.0,,,,41.0,62.0,2.0,,7.0,,,,,0.0,28.0,4.0,,2.0,4.0,,,2.0,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,16.0,,39.0,2.0,0.0,47.0,8.0,5.0,,,0.0,1.0,1.0,1.0,,8.0,0.0,,,,3.0,2.0,,6.0,7.0,,1.0,1.0,5.0,,5.0,,79.0,2.0,17.0,10.0,4.0,,,5.0,25.0,,2.0,,2.0,,,69.0,39.0,,,1.0,7.0,3.0,,14.0,22.0,,76.0,5.0,1.0,1.0,36.0,2.0,9.0,,2.0,,,1.0,5.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,20.0,1.0,27.0,1.0,5.0,120.0,199.0,2.0,6.0,,,1.0,37.0,12.0,0.0,2.0,,,1.0,,,5.0,8.0,,1.0,8.0,4.0,1.0,,0.0,24.0,6.0,1.0,,,,,9.0,,0.0,0.0,1.0,15.0,,12.0,,,23.0,2.0,,,16.0,1.0,,1.0,,1.0,27.0,1.0,,0.0,,2.0,1.0,,2.0,1.0,20.0,,25.0,17.0,24.0,2.0,,1.0,,3.0,3.0,,2.0,36.0,,,0.0,0.0,,10.0,,16.0,,0.0,2.0,5.0,49.0,4.0,0.0,,13.0,2.0,,3.0,2.0,1.0,1.0,1.0,,2.0,3.0,24.0,57.0,5.0,,,1.0,,,43.0,11.0,41.0,1.0,,,2.0,7.0,1.0,12.0,,0.0,6.0,14.0,0.0,,4.0,0.0,,8.0,,31.0,13.0,,21.0,2.0,9.0,6.0,1.0,3.0,6.0,,1.0,,1.0,,2841.0
Edmonton Green,,8.0,,,,,,,,,,,,,,,,57.0,,,,,,,,,59.0,,,,,,,,,,,,,,,9.0,,23.0,,,24.0,,,28.0,11.0,47.0,,,,,,17.0,,,,,,,,,4.0,,,,,,,33.0,,,10.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,18.0,,,,,,,,,,,,,26.0,,,,,,30.0,,20.0,17.0,,,,,31.0,,,,12.0,,,,,,,,,,,,,8.0,,,,,,,26.0,,,,,,,,,,,,,,14.0,20.0,,17.0,,7.0,,,,,,,,,,,,,,,,11.0,,7.0,,364.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,29.0,,,,,,,,,,,,,235.0,,,,,,132.0,,,9.0,,,,,,,,,,,38.0,,,,6.0,,,,,15.0,,,,,16.0,,297.0,,,,,,,,,7.0,,,,,,,,,,19.0,,,,,,14.0,,,,,,,,,8.0,,,,,,,,,,,43.0,,,,49.0,,,,,,,,,,53.0,,,32.0,,,,,10.0,,5.0,,,2076.0
Elephant & Castle,,,8.0,74.0,71.0,,3.0,1.0,,55.0,12.0,3.0,3.0,80.0,24.0,680.0,83.0,19.0,1.0,16.0,5.0,,,2.0,13.0,39.0,35.0,101.0,10.0,,126.0,141.0,3.0,4.0,,9.0,3.0,,44.0,,10.0,,,,1.0,3.0,,,12.0,,,,37.0,132.0,116.0,54.0,69.0,,2.0,,,1.0,10.0,112.0,90.0,1.0,,1.0,,7.0,2.0,21.0,,,17.0,14.0,,1.0,7.0,5.0,49.0,,,1.0,,,,,2.0,4.0,,,3.0,,,,4.0,13.0,4.0,34.0,7.0,6.0,9.0,,9.0,1.0,3.0,38.0,,,1.0,,136.0,,,1.0,94.0,45.0,1.0,165.0,7.0,17.0,,28.0,,,20.0,,3.0,,31.0,8.0,3.0,55.0,,,0.0,39.0,184.0,4.0,,16.0,,,,,1.0,58.0,11.0,,6.0,7.0,,,4.0,8.0,,3.0,,2.0,2.0,5.0,7.0,,3.0,29.0,,90.0,5.0,1.0,150.0,12.0,11.0,,,2.0,2.0,3.0,1.0,,25.0,1.0,,,,63.0,3.0,,13.0,20.0,,3.0,4.0,10.0,,5.0,,153.0,4.0,49.0,11.0,59.0,14.0,,6.0,94.0,,7.0,,8.0,,,423.0,506.0,,,2.0,6.0,7.0,,94.0,44.0,,28.0,24.0,3.0,1.0,214.0,7.0,22.0,,4.0,,,2.0,11.0,2.0,29.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,,28.0,2.0,123.0,2.0,60.0,250.0,79.0,5.0,14.0,,,2.0,127.0,43.0,1.0,6.0,,,2.0,,,12.0,10.0,,2.0,13.0,10.0,2.0,,1.0,29.0,14.0,2.0,1.0,,,,6.0,,1.0,1.0,1.0,42.0,,31.0,,,38.0,3.0,,,60.0,3.0,,3.0,,1.0,80.0,1.0,,1.0,,7.0,3.0,,6.0,3.0,143.0,,134.0,22.0,132.0,5.0,,3.0,,16.0,26.0,,3.0,143.0,,,1.0,1.0,,14.0,,76.0,,0.0,9.0,22.0,146.0,12.0,1.0,,91.0,4.0,,7.0,5.0,3.0,,2.0,,8.0,7.0,108.0,221.0,18.0,,,2.0,,,106.0,8.0,364.0,2.0,,,5.0,15.0,2.0,29.0,,1.0,24.0,24.0,1.0,,9.0,1.0,,8.0,,181.0,23.0,,108.0,5.0,14.0,,3.0,8.0,8.0,,3.0,,3.0,,9332.0
Elm Park,,,,,22.0,,,,,19.0,,2.0,,28.0,9.0,120.0,23.0,44.0,,7.0,,,,8.0,6.0,10.0,15.0,25.0,,,36.0,10.0,,,,6.0,,,11.0,,8.0,,,,1.0,,,,6.0,,,,14.0,43.0,64.0,45.0,14.0,,,,,,,32.0,17.0,,,,,4.0,,6.0,,,,,,,5.0,3.0,12.0,,,,,,,,22.0,22.0,,,3.0,,,,,8.0,2.0,13.0,,,14.0,,5.0,,,15.0,,16.0,,,22.0,,,2.0,32.0,18.0,,49.0,,8.0,,16.0,,,9.0,,3.0,,11.0,,,15.0,,,,16.0,44.0,,,9.0,,,,,,27.0,5.0,,3.0,,,,,6.0,,2.0,,,2.0,4.0,4.0,,2.0,11.0,,,,,41.0,5.0,5.0,,,23.0,2.0,2.0,,,,,,,,4.0,,,,9.0,,,,5.0,,,,56.0,,15.0,5.0,5.0,5.0,,,20.0,,7.0,,7.0,,,102.0,55.0,,,2.0,,4.0,,20.0,14.0,,10.0,14.0,,,50.0,3.0,8.0,,2.0,,,,7.0,,21.0,,,,2.0,4.0,,,,12.0,,34.0,,7.0,66.0,33.0,,6.0,,,,27.0,13.0,,7.0,,,,,,6.0,,,,5.0,5.0,,,1.0,9.0,9.0,,,,,,,,,,,13.0,,25.0,,,18.0,,,,17.0,3.0,,,,,27.0,,,,,3.0,3.0,,3.0,,23.0,,26.0,9.0,30.0,,,,,8.0,5.0,,,122.0,,,,,,7.0,,17.0,,,,9.0,36.0,11.0,1.0,,22.0,,,4.0,,20.0,17.0,7.0,,10.0,6.0,28.0,52.0,16.0,,,2.0,,,32.0,,43.0,,,,,10.0,,12.0,,,23.0,12.0,,,4.0,,,4.0,,30.0,12.0,,42.0,3.0,,10.0,,6.0,4.0,,3.0,,,,2739.0
Elverson Road,,,,,,5.0,,,,,,,,,,182.0,,,,,,3.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,155.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,6.0,41.0,5.0,,,,,,,60.0,6.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,21.0,,,10.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,8.0,,,,,139.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,6.0,,12.0,,,,,,,,,,,,,,,,1151.0
Embankment,,,3.0,21.0,20.0,,1.0,0.0,,20.0,5.0,1.0,1.0,39.0,6.0,179.0,23.0,6.0,0.0,6.0,2.0,,,1.0,6.0,10.0,10.0,65.0,4.0,,73.0,14.0,1.0,1.0,,3.0,1.0,,11.0,,3.0,,,,0.0,1.0,,,5.0,,,,17.0,34.0,33.0,16.0,23.0,,1.0,,,0.0,4.0,59.0,177.0,0.0,,0.0,,2.0,1.0,5.0,,,4.0,4.0,,0.0,3.0,2.0,41.0,,,0.0,,,,,1.0,1.0,,,1.0,,,,2.0,5.0,1.0,14.0,3.0,2.0,3.0,,3.0,0.0,1.0,17.0,,30.0,0.0,,,,,0.0,49.0,21.0,0.0,47.0,3.0,7.0,,11.0,,,8.0,,1.0,,13.0,3.0,1.0,34.0,,,0.0,18.0,121.0,1.0,,6.0,,,,,0.0,22.0,4.0,,2.0,2.0,,,1.0,3.0,,1.0,,1.0,1.0,2.0,3.0,,1.0,11.0,,38.0,2.0,0.0,100.0,5.0,5.0,,,0.0,1.0,1.0,1.0,,14.0,0.0,,,,8.0,1.0,,5.0,8.0,,1.0,1.0,4.0,,2.0,,78.0,1.0,25.0,4.0,15.0,7.0,,2.0,99.0,,2.0,,2.0,,,117.0,93.0,,,1.0,3.0,3.0,,37.0,23.0,,13.0,7.0,1.0,1.0,59.0,2.0,11.0,,1.0,,,1.0,4.0,1.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,,12.0,1.0,35.0,1.0,11.0,163.0,35.0,2.0,5.0,,,1.0,124.0,19.0,0.0,2.0,,,1.0,,,4.0,4.0,,1.0,6.0,4.0,1.0,,0.0,16.0,5.0,1.0,0.0,,,,3.0,,0.0,0.0,0.0,24.0,,11.0,,,15.0,1.0,,,27.0,1.0,,1.0,,0.0,34.0,0.0,,0.0,,2.0,1.0,,2.0,1.0,68.0,,88.0,9.0,38.0,2.0,,1.0,,5.0,6.0,,1.0,44.0,,,0.0,0.0,,6.0,,82.0,,0.0,2.0,6.0,111.0,4.0,0.0,,25.0,2.0,,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,36.0,119.0,5.0,,,1.0,,,60.0,3.0,218.0,1.0,,,2.0,6.0,1.0,11.0,,0.0,7.0,10.0,0.0,,4.0,0.0,,3.0,,161.0,9.0,,32.0,2.0,5.0,6.0,1.0,3.0,3.0,,1.0,,1.0,,4075.0
Emerson Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0
Enfield Town,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,57.0,,,,,,,,,,,,,,,10.0,,16.0,,,37.0,,,27.0,10.0,46.0,,,,,,,,,,,,,,,4.0,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,26.0,,,,,,33.0,,18.0,17.0,,,,,32.0,,,,,,,,,,,,,,,,,8.0,,,,,,,26.0,,,,,,,,,,,,,,15.0,21.0,,17.0,,,,,,,,,,,,,,,,,,10.0,,7.0,,363.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,32.0,,,,,,,,,,,,,179.0,,,,,,49.0,,,,,,,,,,,,,,,,,,5.0,,,,,12.0,,,,,14.0,,303.0,,,,,,,,,6.0,,,,,,,,,,15.0,,,,,,14.0,,,,,,,,,8.0,,,,,,,,,,,45.0,,,,51.0,,,,,,,,,,30.0,,,34.0,,,,,10.0,,5.0,,,1802.0
