station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
Archway,,,6.0,34.0,34.0,,2.0,0.0,,52.0,,3.0,3.0,69.0,11.0,210.0,48.0,13.0,1.0,12.0,,,,,25.0,13.0,19.0,46.0,10.0,,105.0,16.0,3.0,4.0,,6.0,4.0,,17.0,,7.0,,,,1.0,3.0,,,14.0,,,,96.0,51.0,103.0,32.0,23.0,,,,,1.0,21.0,74.0,42.0,,,,,5.0,1.0,8.0,,,6.0,6.0,,1.0,9.0,3.0,29.0,,,1.0,,,,,,3.0,,,2.0,,,,4.0,11.0,3.0,25.0,6.0,25.0,6.0,,7.0,,3.0,33.0,,28.0,,,53.0,,,1.0,137.0,,1.0,114.0,20.0,15.0,,31.0,,,15.0,,2.0,,22.0,13.0,2.0,52.0,,,,43.0,118.0,3.0,,12.0,,,,,1.0,44.0,19.0,,5.0,7.0,,,,6.0,,2.0,,1.0,2.0,4.0,9.0,,5.0,22.0,,102.0,41.0,1.0,107.0,11.0,,,,,2.0,2.0,1.0,,17.0,,,,,7.0,3.0,,,106.0,,,3.0,8.0,,5.0,,192.0,3.0,34.0,10.0,9.0,12.0,,5.0,54.0,,5.0,,5.0,,,180.0,91.0,,,2.0,6.0,8.0,,33.0,37.0,,24.0,14.0,7.0,,94.0,4.0,44.0,,3.0,,,2.0,10.0,,16.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,,24.0,2.0,70.0,,12.0,205.0,70.0,,10.0,,,2.0,71.0,26.0,1.0,4.0,,,2.0,,,9.0,12.0,,,11.0,7.0,1.0,,1.0,24.0,11.0,2.0,,,,,6.0,,,1.0,,39.0,,30.0,,,33.0,2.0,,,35.0,2.0,,2.0,,,55.0,,,1.0,,4.0,2.0,,5.0,3.0,45.0,,55.0,19.0,58.0,3.0,,,,9.0,8.0,,3.0,93.0,,,1.0,,,13.0,,35.0,,,4.0,11.0,107.0,12.0,3.0,,34.0,48.0,,6.0,5.0,2.0,,,,5.0,6.0,53.0,119.0,14.0,,,2.0,,,124.0,7.0,91.0,2.0,,,5.0,13.0,2.0,21.0,,2.0,15.0,,,,7.0,1.0,,7.0,,66.0,20.0,,56.0,4.0,15.0,13.0,2.0,9.0,7.0,,2.0,,7.0,,5643.0
Arnos Grove,,,4.0,19.0,19.0,,2.0,,,25.0,7.0,,3.0,36.0,7.0,118.0,25.0,11.0,,7.0,,,,,7.0,8.0,12.0,24.0,11.0,,45.0,9.0,2.0,43.0,,,,,10.0,,5.0,,,,,2.0,,,11.0,,,,19.0,34.0,71.0,25.0,13.0,,,,,,5.0,38.0,19.0,,,,,3.0,,5.0,,,4.0,4.0,,5.0,4.0,2.0,14.0,,,,,,,,1.0,2.0,,,2.0,,,,3.0,7.0,2.0,14.0,4.0,,5.0,,4.0,,,18.0,,15.0,,,25.0,,,,45.0,25.0,,57.0,,9.0,,39.0,,,9.0,,2.0,,12.0,5.0,,20.0,,,,21.0,52.0,2.0,,8.0,,,,,1.0,26.0,6.0,,3.0,4.0,,,,5.0,,2.0,,1.0,1.0,3.0,5.0,,,12.0,,82.0,,,53.0,6.0,11.0,,,,1.0,2.0,1.0,,8.0,,,,,4.0,,,,11.0,,,2.0,,,3.0,,83.0,,17.0,6.0,5.0,6.0,,3.0,24.0,,4.0,,5.0,,,99.0,53.0,,,,3.0,13.0,,,17.0,,13.0,10.0,,,51.0,3.0,11.0,,,,,1.0,6.0,,12.0,,,2.0,1.0,3.0,,1.0,,13.0,9.0,37.0,1.0,7.0,83.0,40.0,3.0,6.0,,,,33.0,13.0,1.0,3.0,,,1.0,,,5.0,6.0,,,6.0,4.0,1.0,,,11.0,8.0,,,,,,3.0,,,,,18.0,,35.0,,,18.0,2.0,,,18.0,,,2.0,,1.0,29.0,,,1.0,,3.0,2.0,,3.0,32.0,23.0,,28.0,11.0,32.0,,,,,6.0,5.0,,,82.0,,,1.0,1.0,,8.0,,17.0,,,3.0,8.0,44.0,13.0,,,20.0,,,4.0,18.0,,,1.0,,4.0,5.0,29.0,57.0,15.0,,,,,,44.0,4.0,45.0,,,,3.0,10.0,,12.0,,,12.0,14.0,,,4.0,,,4.0,,33.0,12.0,,36.0,3.0,9.0,9.0,2.0,43.0,4.0,,,,,,3046.0
Arsenal,,,2.0,13.0,13.0,,1.0,0.0,,23.0,4.0,2.0,,28.0,4.0,81.0,20.0,5.0,,4.0,1.0,,,,5.0,5.0,7.0,,7.0,,33.0,6.0,1.0,3.0,,2.0,1.0,,5.0,,2.0,,,,,1.0,,,27.0,,,,15.0,18.0,36.0,12.0,,,1.0,,,,4.0,31.0,14.0,,,,,2.0,,3.0,,,2.0,2.0,,1.0,2.0,,11.0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,3.0,1.0,7.0,2.0,2.0,2.0,,2.0,,1.0,13.0,,9.0,,,18.0,,,0.0,43.0,24.0,,48.0,2.0,5.0,,128.0,,,5.0,,1.0,,7.0,3.0,1.0,16.0,,,,18.0,37.0,1.0,,4.0,,,,,,13.0,4.0,,,,,,,2.0,,1.0,,0.0,1.0,1.0,2.0,,1.0,7.0,,90.0,,0.0,46.0,3.0,52.0,,,,1.0,1.0,0.0,,5.0,0.0,,,,2.0,,,,8.0,,,1.0,3.0,,2.0,,94.0,1.0,11.0,3.0,3.0,4.0,,2.0,18.0,,2.0,,,,,70.0,34.0,,,1.0,2.0,14.0,,,11.0,,10.0,5.0,,,37.0,1.0,9.0,,1.0,,,1.0,3.0,,6.0,0.0,,1.0,1.0,1.0,1.0,,,7.0,1.0,28.0,0.0,4.0,64.0,27.0,1.0,3.0,,,,24.0,8.0,0.0,,,,1.0,,,3.0,4.0,,0.0,4.0,2.0,,,,,3.0,1.0,,,,,2.0,,,,,18.0,,30.0,,,10.0,1.0,,,11.0,,,1.0,,,17.0,,,,,1.0,1.0,,1.0,2.0,15.0,,18.0,7.0,23.0,1.0,,1.0,,3.0,2.0,,,43.0,,,,,,5.0,,,,,1.0,3.0,35.0,9.0,,,13.0,,,2.0,5.0,1.0,,,,2.0,2.0,16.0,37.0,9.0,,,,,,39.0,3.0,30.0,,,,,4.0,,6.0,,,6.0,8.0,,,2.0,0.0,,3.0,,22.0,6.0,,21.0,1.0,5.0,4.0,1.0,7.0,2.0,,1.0,,1.0,,2165.0
Baker Street,,,6.0,31.0,30.0,,2.0,0.0,,59.0,10.0,2.0,3.0,,10.0,204.0,49.0,9.0,1.0,12.0,8.0,,,1.0,12.0,12.0,16.0,51.0,7.0,,269.0,16.0,2.0,3.0,,4.0,2.0,,16.0,,5.0,,,,1.0,2.0,,,15.0,,,,38.0,46.0,83.0,25.0,23.0,,1.0,,,1.0,9.0,88.0,59.0,0.0,,0.0,,5.0,1.0,8.0,,,6.0,5.0,,1.0,5.0,2.0,39.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,5.0,10.0,3.0,27.0,6.0,4.0,4.0,,6.0,1.0,2.0,198.0,,30.0,1.0,,71.0,,,1.0,114.0,158.0,0.0,120.0,5.0,32.0,,28.0,,,15.0,,1.0,,24.0,6.0,3.0,56.0,,,0.0,253.0,199.0,3.0,,12.0,,,,,1.0,51.0,9.0,,4.0,7.0,,,3.0,6.0,,2.0,,1.0,1.0,3.0,5.0,,2.0,29.0,,101.0,4.0,1.0,138.0,14.0,12.0,,,1.0,2.0,2.0,1.0,,24.0,1.0,,,,8.0,4.0,,11.0,18.0,,2.0,3.0,13.0,,8.0,,265.0,3.0,46.0,17.0,11.0,19.0,,9.0,75.0,,4.0,,4.0,,,168.0,94.0,,,1.0,12.0,7.0,,35.0,74.0,,273.0,11.0,2.0,1.0,91.0,3.0,24.0,,4.0,,,1.0,9.0,,13.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,,36.0,1.0,69.0,1.0,12.0,471.0,250.0,4.0,10.0,,,2.0,120.0,30.0,1.0,3.0,,,2.0,,,8.0,15.0,,1.0,16.0,8.0,1.0,,1.0,151.0,10.0,1.0,,,,,14.0,,1.0,0.0,1.0,46.0,,25.0,,,41.0,3.0,,,42.0,1.0,,2.0,,1.0,64.0,1.0,,1.0,,3.0,2.0,,4.0,2.0,51.0,,66.0,61.0,62.0,4.0,,2.0,,8.0,8.0,,3.0,72.0,,,1.0,1.0,,29.0,,42.0,,,4.0,9.0,162.0,9.0,1.0,,31.0,4.0,,6.0,4.0,1.0,1.0,1.0,,4.0,5.0,58.0,160.0,10.0,,,1.0,,,135.0,18.0,110.0,1.0,,,4.0,15.0,2.0,22.0,,0.0,12.0,39.0,0.0,,7.0,0.0,,15.0,,84.0,22.0,,48.0,6.0,16.0,11.0,2.0,7.0,10.0,,1.0,,2.0,,7447.0
Balham,,,13.0,63.0,62.0,,,,,56.0,16.0,5.0,4.0,95.0,,433.0,71.0,26.0,2.0,24.0,7.0,,,3.0,17.0,32.0,36.0,85.0,14.0,,143.0,45.0,,5.0,,11.0,4.0,,90.0,,13.0,,,,2.0,4.0,,,15.0,,,,44.0,123.0,224.0,67.0,48.0,,,,,,12.0,102.0,69.0,,,,,11.0,,107.0,,,57.0,184.0,,2.0,10.0,40.0,44.0,,,,,,,,3.0,5.0,,,,,,,6.0,21.0,6.0,50.0,11.0,8.0,12.0,,,2.0,4.0,48.0,,84.0,,,96.0,,,2.0,104.0,,,150.0,10.0,23.0,,37.0,,,31.0,,4.0,,46.0,12.0,,54.0,,,1.0,,197.0,6.0,,,,,,,2.0,90.0,14.0,,9.0,10.0,,,,11.0,,,,,4.0,8.0,10.0,,5.0,43.0,,112.0,7.0,,144.0,18.0,14.0,,,2.0,4.0,,,,28.0,,,,,26.0,4.0,,,25.0,,4.0,,13.0,,7.0,,169.0,5.0,59.0,15.0,22.0,18.0,,,78.0,,9.0,,10.0,,,326.0,229.0,,,3.0,9.0,10.0,,69.0,52.0,,34.0,27.0,4.0,2.0,163.0,32.0,25.0,,5.0,,,3.0,18.0,,35.0,1.0,3.0,6.0,4.0,8.0,4.0,,,40.0,3.0,107.0,,56.0,259.0,102.0,9.0,21.0,,,4.0,108.0,85.0,2.0,8.0,,,3.0,,,,15.0,,3.0,17.0,15.0,,,2.0,32.0,,3.0,,,,,8.0,,,,,44.0,,41.0,,,56.0,,,,80.0,4.0,,5.0,,2.0,113.0,,,,,42.0,5.0,,,5.0,98.0,,121.0,29.0,102.0,,,4.0,,17.0,53.0,,5.0,178.0,,,2.0,,,19.0,,64.0,,,192.0,237.0,133.0,16.0,2.0,,70.0,6.0,,12.0,7.0,4.0,,,,10.0,10.0,223.0,271.0,24.0,,,3.0,,,112.0,11.0,201.0,,,,7.0,23.0,4.0,,,1.0,30.0,33.0,,,14.0,,,11.0,,131.0,35.0,,106.0,6.0,22.0,,,12.0,,,4.0,,4.0,,9622.0
Bank and Monument,6.0,,13.0,413.0,356.0,10.0,4.0,1.0,,186.0,22.0,6.0,7.0,153.0,33.0,,451.0,36.0,2.0,25.0,9.0,4.0,2.0,3.0,26.0,96.0,118.0,624.0,20.0,14.0,252.0,217.0,5.0,7.0,13.0,24.0,4.0,,57.0,,26.0,,,,2.0,4.0,,,31.0,,,,78.0,298.0,485.0,124.0,1323.0,,3.0,,,2.0,20.0,507.0,168.0,1.0,,1.0,,10.0,2.0,28.0,,,21.0,19.0,,2.0,11.0,8.0,116.0,19.0,,1.0,,11.0,19.0,8.0,4.0,6.0,,,4.0,,9.0,11.0,7.0,20.0,6.0,54.0,11.0,10.0,17.0,25.0,14.0,2.0,5.0,71.0,,225.0,2.0,3.0,254.0,,,2.0,216.0,118.0,1.0,749.0,12.0,30.0,,62.0,,,32.0,6.0,5.0,,51.0,15.0,4.0,123.0,,,1.0,93.0,322.0,6.0,13.0,24.0,,,,,2.0,92.0,21.0,,9.0,11.0,,,6.0,12.0,,4.0,,3.0,3.0,7.0,12.0,78.0,5.0,46.0,,213.0,9.0,1.0,516.0,22.0,26.0,,,2.0,3.0,4.0,2.0,,43.0,1.0,,,11.0,43.0,5.0,,20.0,39.0,,4.0,5.0,16.0,,9.0,8.0,453.0,5.0,85.0,19.0,47.0,27.0,30.0,11.0,178.0,19.0,15.0,,15.0,,77.0,3537.0,1934.0,17.0,,4.0,11.0,15.0,,1082.0,85.0,,53.0,67.0,5.0,2.0,1910.0,9.0,48.0,6.0,6.0,,,4.0,19.0,3.0,64.0,1.0,3.0,5.0,3.0,8.0,4.0,2.0,,51.0,3.0,626.0,3.0,60.0,511.0,145.0,8.0,22.0,,,3.0,235.0,69.0,2.0,14.0,12.0,27.0,3.0,9.0,7.0,18.0,19.0,,3.0,24.0,15.0,2.0,,2.0,56.0,21.0,3.0,1.0,,,8.0,11.0,11.0,1.0,1.0,2.0,129.0,,64.0,241.0,,66.0,5.0,,,97.0,5.0,,4.0,,2.0,130.0,2.0,57.0,2.0,,10.0,6.0,,9.0,6.0,365.0,,215.0,40.0,1094.0,7.0,,4.0,14.0,51.0,32.0,,5.0,328.0,12.0,18.0,2.0,1.0,,26.0,,264.0,,1.0,13.0,31.0,342.0,24.0,2.0,82.0,763.0,9.0,,11.0,10.0,4.0,3.0,4.0,,16.0,10.0,142.0,359.0,35.0,,,4.0,,,230.0,14.0,528.0,3.0,,,8.0,25.0,4.0,46.0,,1.0,55.0,42.0,1.0,11.0,14.0,1.0,11.0,14.0,31.0,283.0,39.0,,407.0,8.0,25.0,25.0,5.0,16.0,13.0,,5.0,,5.0,24.0,29493.0
Barbican,,,1.0,15.0,14.0,,0.0,0.0,,9.0,1.0,0.0,0.0,9.0,1.0,115.0,,2.0,0.0,1.0,0.0,,,0.0,2.0,3.0,5.0,13.0,1.0,,11.0,5.0,0.0,0.0,,1.0,0.0,,2.0,,1.0,,,,0.0,0.0,,,2.0,,,,5.0,10.0,18.0,5.0,11.0,,0.0,,,0.0,1.0,14.0,5.0,0.0,,0.0,,0.0,0.0,1.0,,,1.0,1.0,,0.0,1.0,0.0,4.0,,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,1.0,0.0,2.0,1.0,1.0,1.0,,1.0,0.0,0.0,4.0,,6.0,0.0,,8.0,,,0.0,16.0,8.0,0.0,166.0,1.0,2.0,,4.0,,,1.0,,0.0,,2.0,1.0,0.0,,,,0.0,6.0,12.0,0.0,,1.0,,,,,0.0,4.0,1.0,,0.0,1.0,,,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,2.0,,14.0,1.0,0.0,16.0,1.0,2.0,,,0.0,0.0,0.0,0.0,,2.0,0.0,,,,1.0,0.0,,,2.0,,,0.0,1.0,,1.0,,37.0,0.0,3.0,1.0,2.0,1.0,,1.0,6.0,,1.0,,1.0,,,125.0,33.0,,,0.0,1.0,1.0,,14.0,4.0,,3.0,3.0,0.0,0.0,103.0,0.0,,,0.0,,,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,32.0,0.0,2.0,21.0,8.0,0.0,1.0,,,0.0,8.0,3.0,0.0,1.0,,,0.0,,,1.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,6.0,,3.0,,,3.0,0.0,,,4.0,0.0,,0.0,,0.0,5.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,10.0,,7.0,2.0,18.0,0.0,,0.0,,2.0,1.0,,0.0,15.0,,,0.0,0.0,,1.0,,7.0,,0.0,1.0,1.0,12.0,1.0,0.0,,13.0,1.0,,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,6.0,13.0,2.0,,,0.0,,,14.0,1.0,16.0,0.0,,,0.0,1.0,0.0,2.0,,0.0,3.0,2.0,0.0,,1.0,0.0,,1.0,,9.0,2.0,,17.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,,0.0,,1224.0
Barking,,4.0,9.0,56.0,65.0,,3.0,1.0,,49.0,13.0,5.0,4.0,65.0,18.0,328.0,61.0,,3.0,15.0,5.0,,,28.0,14.0,27.0,47.0,65.0,35.0,,87.0,26.0,4.0,6.0,,22.0,3.0,,26.0,,32.0,5.0,6.0,5.0,3.0,4.0,2.0,,13.0,14.0,,24.0,34.0,121.0,343.0,171.0,37.0,,3.0,2.0,,,10.0,81.0,41.0,,1.0,2.0,3.0,7.0,,13.0,,,9.0,10.0,5.0,2.0,9.0,5.0,28.0,,5.0,1.0,,,,,19.0,38.0,,21.0,6.0,,,,5.0,16.0,5.0,29.0,8.0,7.0,123.0,,9.0,2.0,4.0,34.0,7.0,41.0,7.0,,56.0,,6.0,3.0,78.0,44.0,2.0,129.0,9.0,17.0,10.0,41.0,,,19.0,,7.0,,25.0,10.0,3.0,37.0,,14.0,1.0,38.0,106.0,5.0,,17.0,27.0,10.0,,,3.0,57.0,12.0,17.0,7.0,8.0,,7.0,5.0,10.0,,4.0,,3.0,3.0,7.0,9.0,,4.0,25.0,5.0,123.0,6.0,,104.0,12.0,13.0,25.0,,9.0,3.0,4.0,2.0,,16.0,,,11.0,,10.0,3.0,8.0,12.0,20.0,9.0,,4.0,11.0,,6.0,,140.0,5.0,34.0,12.0,11.0,12.0,,7.0,48.0,,21.0,12.0,22.0,11.0,,286.0,146.0,,,5.0,7.0,11.0,,53.0,32.0,,24.0,50.0,4.0,,137.0,7.0,19.0,,4.0,,,5.0,13.0,,69.0,1.0,2.0,4.0,3.0,7.0,4.0,2.0,,26.0,3.0,92.0,3.0,18.0,159.0,74.0,6.0,13.0,,,3.0,66.0,29.0,2.0,34.0,,,2.0,,,12.0,12.0,,2.0,12.0,10.0,2.0,3.0,3.0,21.0,17.0,,1.0,,,,6.0,,,,,32.0,,71.0,,,38.0,3.0,,9.0,40.0,7.0,5.0,3.0,,,60.0,,,1.0,8.0,7.0,9.0,4.0,7.0,5.0,60.0,,64.0,21.0,79.0,5.0,5.0,4.0,,26.0,12.0,6.0,4.0,462.0,,,,,,14.0,,43.0,2.0,1.0,7.0,19.0,88.0,33.0,2.0,,62.0,5.0,3.0,8.0,8.0,14.0,9.0,74.0,8.0,66.0,10.0,64.0,123.0,,21.0,,6.0,20.0,,77.0,8.0,108.0,3.0,3.0,,6.0,20.0,3.0,26.0,,1.0,101.0,26.0,1.0,,8.0,1.0,,8.0,,74.0,24.0,7.0,131.0,5.0,17.0,20.0,3.0,13.0,9.0,6.0,7.0,20.0,4.0,,8205.0
Barkingside,,,2.0,10.0,11.0,,,,,9.0,3.0,,,13.0,4.0,58.0,11.0,9.0,,3.0,,,,,,5.0,8.0,12.0,,,17.0,5.0,,,,3.0,,,5.0,,4.0,,,,,,,,,,,,7.0,20.0,53.0,22.0,,,,,,,,15.0,8.0,,,2.0,,,,3.0,,,,,,,2.0,1.0,5.0,,,,,,,,,2.0,,,2.0,,,,1.0,3.0,,6.0,2.0,,4.0,,,,1.0,7.0,,8.0,,,11.0,,,1.0,15.0,9.0,10.0,24.0,2.0,4.0,,8.0,,,4.0,,8.0,,5.0,2.0,,7.0,,,2.0,7.0,20.0,1.0,,4.0,,,,,10.0,12.0,,,1.0,,,,,2.0,,,,,,1.0,2.0,,,5.0,,25.0,,,19.0,2.0,3.0,,,,,,0.0,,3.0,,,,,,,,,4.0,,,1.0,2.0,,,,27.0,,7.0,,2.0,2.0,,,9.0,,6.0,,8.0,,,50.0,26.0,,,2.0,,,,,6.0,,5.0,8.0,,,24.0,1.0,4.0,,1.0,,,26.0,3.0,,10.0,,,,,2.0,,,,5.0,,17.0,,3.0,30.0,15.0,,3.0,,,,13.0,6.0,,3.0,,,,,,2.0,2.0,,,2.0,,,,2.0,4.0,4.0,,1.0,,,,,,,,,6.0,,,,,8.0,,,,8.0,3.0,,,,,12.0,,,,,1.0,3.0,,,,11.0,,12.0,4.0,14.0,,,1.0,,4.0,2.0,,,76.0,,,,,,3.0,,8.0,,,,4.0,17.0,,,,11.0,,,,,1.0,,,,4.0,2.0,13.0,24.0,,,,3.0,,,15.0,2.0,20.0,,,,,4.0,,5.0,,,11.0,,,,,,,,,14.0,5.0,,22.0,,,,,3.0,,,4.0,,,,1303.0
Barons Court,,,14.0,16.0,16.0,,3.0,0.0,,18.0,5.0,1.0,1.0,37.0,8.0,106.0,18.0,7.0,0.0,,6.0,,,1.0,6.0,8.0,9.0,26.0,4.0,,58.0,9.0,4.0,2.0,,3.0,1.0,,12.0,,3.0,,,,0.0,1.0,,,5.0,,,,16.0,31.0,56.0,17.0,13.0,,1.0,,,,4.0,37.0,24.0,,,,,14.0,,6.0,,,4.0,4.0,,0.0,3.0,2.0,16.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,16.0,6.0,120.0,7.0,3.0,3.0,,11.0,1.0,1.0,24.0,,17.0,0.0,,31.0,,,1.0,39.0,20.0,,41.0,3.0,8.0,,12.0,,,41.0,,1.0,,60.0,4.0,10.0,20.0,,,,19.0,84.0,3.0,,29.0,,,,,1.0,452.0,5.0,,,6.0,,,,4.0,,2.0,,1.0,2.0,4.0,3.0,,1.0,53.0,,38.0,2.0,1.0,53.0,16.0,5.0,,,1.0,2.0,3.0,1.0,,15.0,1.0,,,,5.0,,,,9.0,,,5.0,5.0,,4.0,,60.0,2.0,39.0,18.0,6.0,,,13.0,30.0,,2.0,,3.0,,,81.0,55.0,,,1.0,5.0,3.0,,19.0,24.0,,15.0,7.0,1.0,,40.0,3.0,9.0,,2.0,,,1.0,11.0,2.0,9.0,,,4.0,2.0,3.0,,,,39.0,1.0,27.0,2.0,8.0,105.0,61.0,6.0,23.0,,,2.0,44.0,21.0,,2.0,,,1.0,,,17.0,7.0,,1.0,,39.0,1.0,,0.0,13.0,16.0,1.0,,,,,6.0,,1.0,,1.0,16.0,,13.0,,,,9.0,,,46.0,1.0,,4.0,,1.0,104.0,,,,,,1.0,,7.0,1.0,28.0,,45.0,11.0,29.0,14.0,,1.0,,4.0,6.0,,,46.0,,,1.0,1.0,,7.0,,20.0,,,3.0,8.0,49.0,5.0,1.0,,17.0,2.0,,18.0,2.0,1.0,1.0,1.0,,3.0,4.0,43.0,105.0,6.0,,,1.0,,,43.0,6.0,57.0,1.0,,,,8.0,2.0,78.0,,0.0,8.0,12.0,0.0,,99.0,,,10.0,,47.0,,,26.0,2.0,14.0,15.0,3.0,4.0,20.0,,1.0,,1.0,,4054.0
